id,user,date,pc,filename,activity,to_removable_media
E1152,U169,2024-01-01 22:23:00.000000,PC-169,out.flac,File Open,False
E1171,U170,2024-01-01 12:37:43.756186,PC-170,whose.flac,File Open,False
E1182,U171,2024-01-01 11:06:52.529375,PC-171,specific.html,File Open,False
E1183,U171,2024-01-01 10:49:52.529375,PC-171,well.txt,File Open,False
E1191,U172,2024-01-01 13:40:41.505128,PC-172,watch.css,File Open,False
E1192,U172,2024-01-01 09:32:41.505128,PC-172,read.csv,File Open,False
E1193,U172,2024-01-01 10:47:41.505128,PC-172,red.flac,File Open,False
E1194,U172,2024-01-01 10:51:41.505128,PC-172,civil.html,File Open,False
E1209,U173,2024-01-01 07:33:00.000000,PC-173,after.txt,File Open,False
E1210,U173,2024-01-01 06:58:00.000000,PC-173,answer.json,File Open,False
E1211,U173,2024-01-01 08:41:00.000000,PC-173,range.tiff,File Open,False
E1212,U173,2024-01-01 11:03:00.000000,PC-173,consider.bmp,File Open,False
E1247,U175,2024-01-01 12:51:35.317802,PC-175,large.mp4,File Open,False
E1248,U175,2024-01-01 12:08:35.317802,PC-175,measure.webm,File Open,False
E1249,U175,2024-01-01 08:06:35.317802,PC-175,mission.mp3,File Open,False
E1258,U176,2024-01-01 13:06:33.745092,PC-176,store.avi,File Open,False
E1259,U176,2024-01-01 12:33:33.745092,PC-176,up.wav,File Open,False
E1260,U176,2024-01-01 10:55:33.745092,PC-176,work.key,File Open,False
E1268,U177,2024-01-01 09:36:33.375381,PC-177,many.mp4,File Open,False
E1269,U177,2024-01-01 11:07:33.375381,PC-177,live.mov,File Open,False
E1277,U178,2024-01-01 07:27:14.608024,PC-178,age.bmp,File Open,False
E1278,U178,2024-01-01 09:23:14.608024,PC-178,quite.png,File Open,False
E1279,U178,2024-01-01 07:32:14.608024,PC-178,particular.odt,File Open,False
E1280,U178,2024-01-01 12:10:14.608024,PC-178,race.numbers,File Open,False
E1281,U178,2024-01-01 13:15:14.608024,PC-178,personal.ods,File Open,False
E1316,U181,2024-01-01 13:25:54.353036,PC-181,significant.odp,File Open,False
E1317,U181,2024-01-01 13:30:54.353036,PC-181,through.mp4,File Open,False
E1318,U181,2024-01-01 13:56:54.353036,PC-181,party.xls,File Open,False
E1330,U182,2024-01-01 08:57:20.607369,PC-182,happen.mp3,File Open,False
E1331,U182,2024-01-01 10:24:20.607369,PC-182,him.key,File Open,False
E1332,U182,2024-01-01 12:23:20.607369,PC-182,voice.jpg,File Open,False
E1333,U182,2024-01-01 09:26:20.607369,PC-182,consider.mov,File Open,False
E1334,U182,2024-01-01 14:03:20.607369,PC-182,size.doc,File Open,False
E1357,U183,2024-01-01 11:48:30.077495,PC-183,early.css,File Open,False
E1358,U183,2024-01-01 12:03:30.077495,PC-183,money.txt,File Open,False
E1359,U183,2024-01-01 13:20:30.077495,PC-183,sell.pdf,File Open,False
E1377,U184,2024-01-01 08:38:02.862427,PC-184,easy.gif,File Open,False
E1378,U184,2024-01-01 09:45:02.862427,PC-184,become.pages,File Open,False
E1379,U184,2024-01-01 13:08:02.862427,PC-184,building.mp3,File Open,False
E1380,U184,2024-01-01 13:38:02.862427,PC-184,again.xls,File Open,False
E1399,U185,2024-01-01 14:13:00.309934,PC-185,collection.flac,File Open,False
E1400,U185,2024-01-01 08:03:00.309934,PC-185,air.xls,File Open,False
E1413,U186,2024-01-01 11:38:02.638046,PC-186,recognize.wav,File Open,False
E1414,U186,2024-01-01 11:44:02.638046,PC-186,whose.wav,File Open,False
E1415,U186,2024-01-01 11:20:02.638046,PC-186,old.jpeg,File Open,False
E1416,U186,2024-01-01 11:37:02.638046,PC-186,purpose.html,File Open,False
E1417,U186,2024-01-01 08:18:02.638046,PC-186,reveal.pdf,File Open,False
E1439,U187,2024-01-01 10:52:39.848526,PC-187,return.pages,File Open,False
E1440,U187,2024-01-01 09:03:39.848526,PC-187,action.css,File Open,False
E1441,U187,2024-01-01 07:17:39.848526,PC-187,try.csv,File Open,False
E1449,U188,2024-01-02 04:17:00.000000,PC-188,cause.ods,File Open,False
E1450,U188,2024-01-02 00:47:00.000000,PC-188,see.mp3,File Open,False
E1463,U189,2024-01-01 10:45:06.461527,PC-189,feel.doc,File Open,False
E1464,U189,2024-01-01 10:35:06.461527,PC-189,hour.mp3,File Open,False
E1465,U189,2024-01-01 08:41:06.461527,PC-189,third.mp4,File Open,False
E1466,U189,2024-01-01 08:36:06.461527,PC-189,air.xls,File Open,False
E1467,U189,2024-01-01 08:10:06.461527,PC-189,then.mp3,File Open,False
E1478,U190,2024-01-01 13:54:09.764820,PC-190,cultural.pages,File Open,False
E1496,U191,2024-01-01 10:17:44.302393,PC-191,knowledge.jpg,File Open,False
E1497,U191,2024-01-01 07:55:44.302393,PC-191,compare.flac,File Open,False
E1509,U192,2024-01-02 01:13:00.000000,PC-192,catch.webm,File Open,False
E1510,U192,2024-01-01 20:03:00.000000,PC-192,seek.key,File Open,False
E1511,U192,2024-01-02 00:17:00.000000,PC-192,these.js,File Open,False
E1512,U192,2024-01-01 21:38:00.000000,PC-192,marriage.pdf,File Open,False
E1520,U193,2024-01-01 09:56:50.833596,PC-193,message.avi,File Open,False
E1521,U193,2024-01-01 09:48:50.833596,PC-193,still.pptx,File Open,False
E1544,U194,2024-01-01 07:50:29.087048,PC-194,event.mp3,File Open,False
E1545,U194,2024-01-01 07:01:29.087048,PC-194,candidate.mov,File Open,False
E1546,U194,2024-01-01 12:15:29.087048,PC-194,yeah.wav,File Open,False
E1556,U195,2024-01-01 10:28:47.815391,PC-195,charge.csv,File Open,False
E1557,U195,2024-01-01 13:51:47.815391,PC-195,memory.avi,File Open,False
E1558,U195,2024-01-01 09:55:47.815391,PC-195,sea.csv,File Open,False
E1559,U195,2024-01-01 09:37:47.815391,PC-195,run.mp4,File Open,False
E1560,U195,2024-01-01 11:57:47.815391,PC-195,material.jpg,File Open,False
E1581,U196,2024-01-01 09:54:10.474540,PC-196,in.mp3,File Open,False
E1582,U196,2024-01-01 07:43:10.474540,PC-196,change.mp3,File Open,False
E1583,U196,2024-01-01 08:57:10.474540,PC-196,evening.html,File Open,False
E1584,U196,2024-01-01 13:34:10.474540,PC-196,area.css,File Open,False
E1597,U197,2024-01-01 08:14:20.134031,PC-197,indicate.docx,File Open,False
E1609,U198,2024-01-01 12:37:53.559121,PC-198,serious.pdf,File Open,False
E1610,U198,2024-01-01 10:21:53.559121,PC-198,minute.gif,File Open,False
E1611,U198,2024-01-01 12:27:53.559121,PC-198,fast.doc,File Open,False
E1633,U199,2024-01-01 12:17:26.276074,PC-199,box.avi,File Open,False
E1634,U199,2024-01-01 09:37:26.276074,PC-199,physical.flac,File Open,False
E1635,U199,2024-01-01 08:23:26.276074,PC-199,strategy.wav,File Open,False
E1636,U199,2024-01-01 13:07:26.276074,PC-199,card.png,File Open,False
E1644,U200,2024-01-01 12:20:34.855107,PC-200,deal.html,File Open,False
E1645,U200,2024-01-01 09:55:34.855107,PC-200,when.tiff,File Open,False
E1646,U200,2024-01-01 06:33:34.855107,PC-200,growth.bmp,File Open,False
E1647,U200,2024-01-01 11:08:34.855107,PC-200,maybe.tiff,File Open,False
E1648,U200,2024-01-01 10:09:34.855107,PC-200,room.json,File Open,False
E1663,U201,2024-01-01 10:49:58.241657,PC-201,people.wav,File Open,False
E1664,U201,2024-01-01 08:51:58.241657,PC-201,financial.png,File Open,False
E1675,U202,2024-01-01 07:15:34.246593,PC-202,little.odt,File Open,False
E1676,U202,2024-01-01 07:15:34.246593,PC-202,issue.js,File Open,False
E1677,U202,2024-01-01 07:11:34.246593,PC-202,modern.pdf,File Open,False
E1678,U202,2024-01-01 09:14:34.246593,PC-202,idea.ppt,File Open,False
E1700,U203,2024-01-01 06:22:32.029298,PC-203,bring.csv,File Open,False
E1701,U203,2024-01-01 11:43:32.029298,PC-203,kid.png,File Open,False
E1702,U203,2024-01-01 12:27:32.029298,PC-203,authority.txt,File Open,False
E1720,U204,2024-01-01 04:20:00.000000,PC-204,conference.xls,File Open,False
E1721,U204,2024-01-01 08:09:00.000000,PC-204,black.wav,File Open,False
E1722,U204,2024-01-01 07:24:00.000000,PC-204,capital.jpeg,File Open,False
E1723,U204,2024-01-01 07:37:00.000000,PC-204,concern.webm,File Open,False
E1724,U204,2024-01-01 05:17:00.000000,PC-204,source.wav,File Open,False
E1741,U205,2024-01-01 11:38:08.641058,PC-205,affect.mp3,File Open,False
E1742,U205,2024-01-01 07:00:08.641058,PC-205,idea.webm,File Open,False
E1743,U205,2024-01-01 11:31:08.641058,PC-205,most.avi,File Open,False
E1744,U205,2024-01-01 09:33:08.641058,PC-205,early.mp4,File Open,False
E1765,U206,2024-01-01 13:17:30.073057,PC-206,foot.js,File Open,False
E1766,U206,2024-01-01 09:39:30.073057,PC-206,issue.mp4,File Open,False
E1776,U207,2024-01-01 13:14:20.337542,PC-207,peace.webm,File Open,False
E1777,U207,2024-01-01 10:04:20.337542,PC-207,its.key,File Open,False
E1778,U207,2024-01-01 13:27:20.337542,PC-207,provide.flac,File Open,False
E1779,U207,2024-01-01 12:00:20.337542,PC-207,teach.mov,File Open,False
E1780,U207,2024-01-01 07:46:20.337542,PC-207,smile.jpeg,File Open,False
E1795,U208,2024-01-01 06:55:35.855891,PC-208,interest.txt,File Open,False
E1796,U208,2024-01-01 10:36:35.855891,PC-208,play.bmp,File Open,False
E1797,U208,2024-01-01 11:08:35.855891,PC-208,far.wav,File Open,False
E1818,U209,2024-01-01 12:04:18.750215,PC-209,lose.txt,File Open,False
E1819,U209,2024-01-01 07:54:18.750215,PC-209,federal.png,File Open,False
E1841,U210,2024-01-01 10:43:45.487486,PC-210,natural.css,File Open,False
E1842,U210,2024-01-01 10:09:45.487486,PC-210,some.mp4,File Open,False
E1843,U210,2024-01-01 07:22:45.487486,PC-210,water.tiff,File Open,False
E1857,U211,2024-01-01 12:41:15.572424,PC-211,really.pages,File Open,False
E1867,U212,2024-01-01 06:48:00.000000,PC-212,sure.jpeg,File Open,False
E1868,U212,2024-01-01 12:00:00.000000,PC-212,me.webm,File Open,False
E1869,U212,2024-01-01 07:35:00.000000,PC-212,event.avi,File Open,False
E1870,U212,2024-01-01 08:45:00.000000,PC-212,must.wav,File Open,False
E1882,U213,2024-01-01 06:50:00.000000,PC-213,policy.mp4,File Open,False
E1900,U214,2024-01-01 09:09:34.796330,PC-214,south.pdf,File Open,False
E1901,U214,2024-01-01 10:38:34.796330,PC-214,she.json,File Open,False
E1902,U214,2024-01-01 09:13:34.796330,PC-214,break.csv,File Open,False
E1903,U214,2024-01-01 13:15:34.796330,PC-214,card.flac,File Open,False
E1904,U214,2024-01-01 10:09:34.796330,PC-214,month.jpeg,File Open,False
E1912,U215,2024-01-01 10:16:00.000000,PC-215,dark.mp3,File Open,False
E1933,U216,2024-01-01 08:40:00.000000,PC-216,social.jpg,File Open,False
E1934,U216,2024-01-01 09:11:00.000000,PC-216,or.webm,File Open,False
E1935,U216,2024-01-01 10:34:00.000000,PC-216,policy.js,File Open,False
E1950,U217,2024-01-01 20:34:00.000000,PC-217,over.gif,File Open,False
E1951,U217,2024-01-01 21:24:00.000000,PC-217,couple.txt,File Open,False
E1969,U218,2024-01-01 05:05:00.000000,PC-218,recently.ods,File Open,False
E1992,U220,2024-01-01 17:36:00.000000,PC-220,wide.mov,File Open,False
E1993,U220,2024-01-01 14:01:00.000000,PC-220,security.mov,File Open,False
E1994,U220,2024-01-01 18:09:00.000000,PC-220,word.jpg,File Open,False
E1995,U220,2024-01-01 15:02:00.000000,PC-220,best.jpeg,File Open,False
E2006,U221,2024-01-01 13:14:00.000000,PC-221,fear.pdf,File Open,False
E2007,U221,2024-01-01 13:50:00.000000,PC-221,day.json,File Open,False
E2008,U221,2024-01-01 13:34:00.000000,PC-221,include.pdf,File Open,False
E2009,U221,2024-01-01 16:15:00.000000,PC-221,scientist.xls,File Open,False
E2031,U222,2024-01-01 12:07:01.722995,PC-222,child.jpg,File Open,False
E2032,U222,2024-01-01 11:08:01.722995,PC-222,out.jpeg,File Open,False
E2043,U223,2024-01-01 12:25:53.806035,PC-223,watch.flac,File Open,False
E2044,U223,2024-01-01 08:11:53.806035,PC-223,money.csv,File Open,False
E2054,U224,2024-01-01 08:32:45.973614,PC-224,pressure.key,File Open,False
E2055,U224,2024-01-01 12:26:45.973614,PC-224,sure.flac,File Open,False
E2056,U224,2024-01-01 10:02:45.973614,PC-224,rate.flac,File Open,False
E2057,U224,2024-01-01 12:46:45.973614,PC-224,work.wav,File Open,False
E2075,U100,2024-01-02 20:38:00.000000,PC-100,water.tiff,File Open,False
E2076,U100,2024-01-02 19:51:00.000000,PC-100,daughter.jpeg,File Open,False
E2077,U100,2024-01-02 17:43:00.000000,PC-100,she.avi,File Open,False
E2078,U100,2024-01-02 22:08:00.000000,PC-100,receive.html,File Open,False
E2079,U100,2024-01-02 17:24:00.000000,PC-100,beautiful.mp3,File Open,False
E2100,U101,2024-01-02 15:40:00.000000,PC-101,building.css,File Open,False
E2101,U101,2024-01-02 15:34:00.000000,PC-101,laugh.jpeg,File Open,False
E2102,U101,2024-01-02 15:52:00.000000,PC-101,else.jpeg,File Open,False
E2103,U101,2024-01-02 20:21:00.000000,PC-101,realize.flac,File Open,False
E2118,U102,2024-01-02 12:39:05.201788,PC-102,training.mp3,File Open,False
E2119,U102,2024-01-02 12:19:05.201788,PC-102,conference.csv,File Open,False
E2120,U102,2024-01-02 11:41:05.201788,PC-102,shake.flac,File Open,False
E2121,U102,2024-01-02 11:58:05.201788,PC-102,accept.odp,File Open,False
E2122,U102,2024-01-02 11:49:05.201788,PC-102,use.mp3,File Open,False
E2144,U103,2024-01-02 06:51:21.871071,PC-103,attorney.xlsx,File Open,False
E2145,U103,2024-01-02 12:40:21.871071,PC-103,fact.mp4,File Open,False
E2146,U103,2024-01-02 07:57:21.871071,PC-103,scene.png,File Open,False
E2165,U104,2024-01-02 08:45:54.544122,PC-104,key.json,File Open,False
E2183,U105,2024-01-02 09:15:45.416798,PC-105,management.mov,File Open,False
E2194,U106,2024-01-02 09:23:00.716087,PC-106,rise.json,File Open,False
E2195,U106,2024-01-02 08:17:00.716087,PC-106,audience.bmp,File Open,False
E2217,U108,2024-01-02 11:07:10.050502,PC-108,population.flac,File Open,False
E2218,U108,2024-01-02 11:40:10.050502,PC-108,always.docx,File Open,False
E2219,U108,2024-01-02 13:36:10.050502,PC-108,source.mp3,File Open,False
E2220,U108,2024-01-02 09:02:10.050502,PC-108,program.pages,File Open,False
E2236,U109,2024-01-02 08:40:08.738766,PC-109,good.xlsx,File Open,False
E2244,U110,2024-01-02 07:43:54.753400,PC-110,agree.flac,File Open,False
E2245,U110,2024-01-02 08:48:54.753400,PC-110,political.png,File Open,False
E2246,U110,2024-01-02 07:39:54.753400,PC-110,return.txt,File Open,False
E2247,U110,2024-01-02 11:20:54.753400,PC-110,meet.wav,File Open,False
E2248,U110,2024-01-02 11:39:54.753400,PC-110,space.mp3,File Open,False
