user,role,day,far,eds,iav,oaf,login_entropy,file_count,email_count,file_copy_count,usb_events,to_removable_count,confidential_file_count,after_hours_event_count,date,day_of_week,lstm_score,date_str,biometric_z_score,risk_score,explanation,mitre_tactic,should_alert,alert_severity
U100,Employee,2024-01-23,1.4721184173244486,0.0,2579563.2189258384,0.0,2.088501619335465,4,0,0,0,0,0,0,2024-01-23,1,0.25780123472213745,2024-01-23,0.024634305932466,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-24,1.394365711118995,0.0,4048764.3307898585,0.0,1.9844535894268538,4,0,0,0,0,0,0,2024-01-24,2,0.1720113456249237,2024-01-24,0.0,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-25,0.4159662135266591,0.0,3719043.4517124356,0.16666666666666666,2.0228085294147036,1,0,0,0,0,0,2,2024-01-25,3,0.23376497626304626,2024-01-25,0.0,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-26,1.5289569445299709,0.0,1740380.785376187,0.0,1.857200790585802,4,0,0,0,0,0,0,2024-01-26,4,0.21539641916751862,2024-01-26,0.0,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-29,0.0,0.0,7159238.8255319465,0.2,2.0253262207700677,0,0,0,0,0,0,2,2024-01-29,0,0.2844231426715851,2024-01-29,0.0,0.0,Low risk - normal activity pattern.,,False,
U100,Employee,2024-01-30,1.9959669451583564,0.0,1944370.8482861752,0.0,1.99351456576623,5,0,0,0,0,0,0,2024-01-30,1,0.3040565550327301,2024-01-30,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-01,1.2222217242800382,0.0,1284173.3638457512,0.14285714285714285,2.1115904793495077,3,0,0,0,0,0,3,2024-01-01,0,0.0,2024-01-01,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-02,1.8333324930559407,0.0,2381710.79830113,0.16666666666666666,1.985053187904615,4,0,0,0,0,0,3,2024-01-02,1,0.0,2024-01-02,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-03,1.5172408038052123,0.0,4862915.182102932,0.0,1.6977335913743925,4,0,0,0,0,0,0,2024-01-03,2,0.0,2024-01-03,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-04,2.6190462471662515,0.0,4891060.339145068,0.07692307692307693,1.9251211907908181,5,0,0,0,0,0,1,2024-01-04,3,0.0,2024-01-04,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-05,0.4888887693827453,0.0,9721357.732609894,0.3333333333333333,1.7045514452672972,2,0,0,0,0,0,4,2024-01-05,4,0.0,2024-01-05,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-08,1.5714279540818752,0.0,7329786.247440298,0.75,1.9356005054539454,4,0,0,0,0,0,9,2024-01-08,0,0.0,2024-01-08,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-09,0.4074072414266794,0.0,22165571.167203438,0.125,1.4941751382893085,1,0,0,0,0,0,1,2024-01-09,1,0.0,2024-01-09,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-10,2.391303204159337,0.0,3779762.586367629,0.6470588235294118,2.0377341947851506,5,0,0,0,0,0,11,2024-01-10,2,0.0,2024-01-10,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-11,0.3548385837669541,0.0,4212854.060989425,0.0,2.098147389135067,1,0,0,0,0,0,0,2024-01-11,3,0.0,2024-01-11,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-12,1.8333324930559407,0.0,3801100.0,0.5,1.6094379124341,4,0,0,0,0,0,5,2024-01-12,4,0.43068620562553406,2024-01-12,0.0045397934755464,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-13,1.4193543350678164,0.0,100897918.8895315,0.3333333333333333,2.130731469789825,4,0,0,0,0,0,9,2024-01-13,5,0.4438071548938751,2024-01-13,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-14,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,2024-01-14,6,0.6105881333351135,2024-01-14,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-15,0.733333064444543,0.0,1134043.6272640682,0.45454545454545453,1.9246789663539374,2,0,0,0,0,0,10,2024-01-15,0,0.5746288299560547,2024-01-15,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-16,0.7857139770409376,0.0,2595325.9083327767,0.14285714285714285,2.106577333232116,2,0,0,0,0,0,2,2024-01-16,1,0.4924226999282837,2024-01-16,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-17,0.8461534881658318,0.0,5047741.334439448,0.8181818181818182,2.1458417525947544,2,0,0,0,0,0,9,2024-01-17,2,0.5077775120735168,2024-01-17,0.0168502012741093,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-18,0.0,0.0,0.0,1.0,0.6931471805599453,0,0,0,0,0,0,2,2024-01-18,3,0.5928508043289185,2024-01-18,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-19,2.0370362071333967,0.0,2340942.1060436945,0.5135135135135135,2.236162054442331,5,0,0,0,0,0,19,2024-01-19,4,0.6295532584190369,2024-01-19,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-22,1.9642849426023439,0.0,780415.2855553959,0.13043478260869565,2.0425921041755934,5,0,0,0,0,0,3,2024-01-22,0,0.6193242073059082,2024-01-22,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-23,0.611110924382773,0.0,2044154.7071602321,0.22727272727272727,1.830270353640052,2,0,0,0,0,0,5,2024-01-23,1,0.5849301218986511,2024-01-23,0.1599751330798118,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-24,0.9428568465307053,0.0,2756166.12708588,0.0,2.1383972463477243,3,0,0,0,0,0,0,2024-01-24,2,0.5954952836036682,2024-01-24,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-25,0.0,0.0,147300.0,1.0,0.5004024235381879,0,0,0,0,0,0,5,2024-01-25,3,0.7128669619560242,2024-01-25,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-26,0.0,0.0,11236706.975322733,0.4482758620689655,2.5663576897986338,0,0,0,0,0,0,13,2024-01-26,4,0.5689758062362671,2024-01-26,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-29,0.0,0.0,2396400.0,1.0,0.6730116670092565,0,0,0,0,0,0,5,2024-01-29,0,0.6811815500259399,2024-01-29,0.0,0.0,Low risk - normal activity pattern.,,False,
U101,Contractor,2024-01-30,3.0937489365238027,0.0,3591983.824242345,0.39473684210526316,2.6411106502625303,9,0,0,0,0,0,15,2024-01-30,1,0.9840005040168762,2024-01-30,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-01,0.0,0.0,5049521.7175239725,0.0,1.8468891232610354,0,0,0,0,0,0,0,2024-01-01,0,0.0,2024-01-01,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-02,2.0539410649785665,0.0,984568.8461407371,0.11538461538461539,2.098147389135067,5,0,0,0,0,0,3,2024-01-02,1,0.0,2024-01-02,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-03,2.1153837204145796,0.0,3339511.841658752,0.06666666666666667,1.933809998920632,5,0,0,0,0,0,1,2024-01-03,2,0.0,2024-01-03,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-04,0.8148144828533588,0.0,3856727.8771145786,0.0,1.8866967846580782,2,0,0,0,0,0,0,2024-01-04,3,0.0,2024-01-04,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-05,0.46478851636590085,0.0,2294237.314698192,0.0,2.1873223188492537,1,0,0,0,0,0,0,2024-01-05,4,0.0,2024-01-05,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-08,1.6569030793581387,0.0,1787110.4366610725,0.0,1.8226178322902642,4,0,0,0,0,0,0,2024-01-08,0,0.0,2024-01-08,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-09,1.7068958233504892,0.0,2278908.229715461,0.0,1.710828971135297,4,0,0,0,0,0,0,2024-01-09,1,0.0,2024-01-09,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-10,1.6097554497325628,0.0,7315197.856332536,0.0,1.9486295057386989,4,0,0,0,0,0,0,2024-01-10,2,0.0,2024-01-10,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-11,1.685105673083142,0.0,2662666.5079978555,0.0,1.8018924006588726,4,0,0,0,0,0,0,2024-01-11,3,0.0,2024-01-11,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-12,1.0999995966668146,0.0,2885380.809973394,0.0,1.7728817984730108,3,0,0,0,0,0,0,2024-01-12,4,0.3361351191997528,2024-01-12,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-13,1.540855437569306,0.0,2392657.4993476006,0.0,2.035260359474346,4,0,0,0,0,0,0,2024-01-13,5,0.2762603759765625,2024-01-13,0.0444102433497483,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-15,1.5529405735642479,0.0,1537452.4112562623,0.0,2.088501619335465,4,0,0,0,0,0,0,2024-01-15,0,0.22675779461860657,2024-01-15,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-16,1.5468744017946647,0.0,4980529.016035054,0.2,1.956463203826685,4,0,0,0,0,0,3,2024-01-16,1,0.19861730933189392,2024-01-16,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-17,1.5903608134710019,0.0,5025721.155583793,0.25,1.7045514452672972,4,0,0,0,0,0,3,2024-01-17,2,0.24099326133728027,2024-01-17,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-18,2.1063820913539275,0.0,1841480.772192235,0.0,2.01615371726138,5,0,0,0,0,0,0,2024-01-18,3,0.20169499516487122,2024-01-18,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-19,0.0,0.0,2009288.7671757112,0.0,2.0836422391499014,0,0,0,0,0,0,0,2024-01-19,4,0.3284056484699249,2024-01-19,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-22,0.8114750805900288,0.0,1462709.4972657368,0.0,2.095409618702327,2,0,0,0,0,0,0,2024-01-22,0,0.3154221177101135,2024-01-22,0.0890600651647907,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-23,0.36802960433111215,0.0,5410971.803792463,0.2857142857142857,1.809514255849282,1,0,0,0,0,0,4,2024-01-23,1,0.32753628492355347,2024-01-23,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-24,1.742957138898744,0.0,552589.0084574135,0.0,2.084201066726994,5,0,0,0,0,0,0,2024-01-24,2,0.41396740078926086,2024-01-24,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-25,0.4159662135266591,0.0,1524335.8257754382,0.0,1.8992948491319273,1,0,0,0,0,0,0,2024-01-25,3,0.42277729511260986,2024-01-25,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-26,1.5289569445299709,0.0,2450718.3558600675,0.05555555555555555,1.798105502624266,4,0,0,0,0,0,1,2024-01-26,4,0.46051156520843506,2024-01-26,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-29,0.7557249052795204,0.0,2928974.350090523,0.0,2.0069548922107656,2,0,0,0,0,0,0,2024-01-29,0,0.4455015957355499,2024-01-29,0.0,0.0,Low risk - normal activity pattern.,,False,
U102,Employee,2024-01-30,1.5967735561266851,0.0,3639766.536193395,0.14285714285714285,2.007556307437838,4,0,0,0,0,0,2,2024-01-30,1,0.43059900403022766,2024-01-30,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-01,1.1467177083974782,0.0,3265855.233199503,0.0,2.1458417525947544,3,0,0,0,0,0,0,2024-01-01,0,0.0,2024-01-01,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-02,1.2323646389871399,0.0,1344307.120020372,0.23809523809523808,1.9675304668992462,3,0,0,0,0,0,5,2024-01-02,1,0.0,2024-01-02,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-03,0.4230767440829159,0.0,11852642.55154392,0.06666666666666667,1.5292482930376912,1,0,0,0,0,0,1,2024-01-03,2,0.0,2024-01-03,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-04,1.6296289657067176,0.0,1420176.3514629244,0.0,2.051346675284589,4,0,0,0,0,0,0,2024-01-04,3,0.0,2024-01-04,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-05,0.0,0.0,3316145.4771896177,0.16666666666666666,1.9559838465843624,0,0,0,0,0,0,3,2024-01-05,4,0.0,2024-01-05,0.0194041982489343,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-08,1.2426773095186041,0.0,3249736.98367865,0.0,2.1006789212792603,3,0,0,0,0,0,0,2024-01-08,0,0.0,2024-01-08,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-09,0.0,0.0,2506961.2865666617,0.0,2.2240978714293633,0,0,0,0,0,0,0,2024-01-09,1,0.0,2024-01-09,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-10,0.4024388624331407,0.0,2067131.7156103067,0.0,1.969540332941515,1,0,0,0,0,0,0,2024-01-10,2,0.0,2024-01-10,0.0468334574915775,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-11,1.685105673083142,0.0,2986450.442850843,0.058823529411764705,1.9213363139659514,4,0,0,0,0,0,1,2024-01-11,3,0.0,2024-01-11,0.0122562102673087,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-12,1.8333326611113576,0.0,4113170.945312051,0.3333333333333333,1.8018924006588726,5,0,0,0,0,0,5,2024-01-12,4,0.5140958428382874,2024-01-12,0.0715258649204616,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-13,1.9260692969616326,0.0,5692858.513818756,0.0,2.0611128325795947,5,0,0,0,0,0,0,2024-01-13,5,0.5166462063789368,2024-01-13,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-15,1.5529405735642479,0.0,3995917.8071188056,0.09090909090909091,1.9722469794234416,4,0,0,0,0,0,1,2024-01-15,0,0.47783634066581726,2024-01-15,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-16,1.1601558013459985,0.0,2304446.191256504,0.0,1.9246789663539372,3,0,0,0,0,0,0,2024-01-16,1,0.38052892684936523,2024-01-16,0.1198386968731826,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-17,0.39759020336775047,0.0,2544679.4862437258,0.13333333333333333,1.9913464134109882,1,0,0,0,0,0,2,2024-01-17,2,0.39948710799217224,2024-01-17,0.1245388412856939,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-18,0.842552836541571,0.0,3494574.264521304,0.05555555555555555,2.000085221490662,2,0,0,0,0,0,1,2024-01-18,3,0.36894503235816956,2024-01-18,0.0937626208499034,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-19,0.7919996863681242,0.0,2233752.1336061247,0.0,2.1115904793495077,2,0,0,0,0,0,0,2024-01-19,4,0.3499607741832733,2024-01-19,0.0679428286573939,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-22,1.2172126208850431,0.0,1186440.5839416864,0.0,2.1186492470699507,3,0,0,0,0,0,0,2024-01-22,0,0.27154141664505005,2024-01-22,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-23,1.1040888129933364,0.0,1111220.7022185232,0.047619047619047616,2.029395601506142,3,0,0,0,0,0,1,2024-01-23,1,0.25119292736053467,2024-01-23,0.0115288096992416,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-24,0.3485914277797488,0.0,3891830.0028366507,0.0,1.9513496062520654,1,0,0,0,0,0,0,2024-01-24,2,0.24735099077224731,2024-01-24,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-25,0.8319324270533182,0.0,2711332.4838009058,0.08333333333333333,2.210253577620973,2,0,0,0,0,0,2,2024-01-25,3,0.16741631925106049,2024-01-25,0.0,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-26,0.7644784722649854,0.0,2344938.0758005157,0.0,2.084201066726994,2,0,0,0,0,0,0,2024-01-26,4,0.10803210735321045,2024-01-26,0.015293954454962,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-29,1.1335873579192806,0.0,6760305.29445789,0.0,1.9792045174343245,3,0,0,0,0,0,0,2024-01-29,0,0.10676749050617218,2024-01-29,0.0268026715248359,0.0,Low risk - normal activity pattern.,,False,
U103,Employee,2024-01-30,1.5967735561266851,0.0,1548130.1409924256,0.0625,2.1006789212792603,4,0,0,0,0,0,1,2024-01-30,1,0.12944944202899933,2024-01-30,0.0,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-01,1.1467177083974782,0.0,10727969.39669636,0.0,1.8866967846580782,3,0,0,0,0,0,0,2024-01-01,0,0.0,2024-01-01,0.0344620789429526,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-02,0.41078821299571333,0.0,2649494.492312538,0.1111111111111111,1.7540041277179668,1,0,0,0,0,0,2,2024-01-02,1,0.0,2024-01-02,0.1241661274350316,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-03,0.4230767440829159,0.0,6276067.951920344,0.058823529411764705,1.9213363139659514,1,0,0,0,0,0,1,2024-01-03,2,0.0,2024-01-03,0.2138287250028687,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-04,0.8148144828533588,0.0,2227422.602814969,0.0,2.0228085294147036,2,0,0,0,0,0,0,2024-01-04,3,0.0,2024-01-04,0.071352942228195,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-05,0.0,0.0,2138325.8767935224,0.14285714285714285,1.9924470451737484,0,0,0,0,0,0,3,2024-01-05,4,0.0,2024-01-05,0.2551995605476204,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-08,0.4142257698395347,0.0,6333947.971464545,0.07142857142857142,1.90853528164356,1,0,0,0,0,0,1,2024-01-08,0,0.0,2024-01-08,0.1490004554798795,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-09,1.7068958233504892,0.0,2546020.1236592093,0.1875,1.8407487285692812,4,0,0,0,0,0,3,2024-01-09,1,0.0,2024-01-09,0.0635594221244426,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-10,0.8048777248662814,0.0,11196628.344321795,0.0,1.8462202193216335,2,0,0,0,0,0,0,2024-01-10,2,0.0,2024-01-10,0.091784286503019,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-11,0.4212764182707855,0.0,10393323.12922959,0.0,1.7351264569629228,1,0,0,0,0,0,0,2024-01-11,3,0.0,2024-01-11,0.0104099792122257,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-12,1.0999995966668146,0.0,1364113.159064052,0.047619047619047616,2.017363623448251,3,0,0,0,0,0,1,2024-01-12,4,0.2708717882633209,2024-01-12,0.2785269580391435,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-13,0.770427718784653,0.0,8672646.674773397,0.1111111111111111,1.7351264569629228,2,0,0,0,0,0,1,2024-01-13,5,0.2795661985874176,2024-01-13,0.1612887599462635,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-15,0.7764702867821239,0.0,1108660.204099851,0.047619047619047616,2.095409618702327,2,0,0,0,0,0,1,2024-01-15,0,0.2778741419315338,2024-01-15,0.0040789533524308,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-16,1.933593002243331,0.0,3529750.1036899686,0.0,1.8407487285692812,5,0,0,0,0,0,0,2024-01-16,1,0.30902889370918274,2024-01-16,0.0961340500420565,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-17,0.39759020336775047,0.0,3749768.135724104,0.0,1.893788232391138,1,0,0,0,0,0,0,2024-01-17,2,0.3473717272281647,2024-01-17,0.0172966885841217,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-18,0.0,0.0,2083900.822643195,0.09523809523809523,1.8428570055276674,0,0,0,0,0,0,2,2024-01-18,3,0.3440883159637451,2024-01-18,0.1478052106159025,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-19,0.3959998431840621,0.0,4105378.892049512,0.0,2.007556307437838,1,0,0,0,0,0,0,2024-01-19,4,0.3338344395160675,2024-01-19,0.0,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-22,0.0,0.0,4866566.426162491,0.0,2.0206288590989976,0,0,0,0,0,0,0,2024-01-22,0,0.30633336305618286,2024-01-22,0.0,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-23,0.7360592086622243,0.0,1744738.418585304,0.0,2.1082942189189384,2,0,0,0,0,0,0,2024-01-23,1,0.2978087067604065,2024-01-23,0.0311715530109268,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-24,1.742957138898744,0.0,1253186.22146491,0.043478260869565216,1.982318436300816,5,0,0,0,0,0,1,2024-01-24,2,0.32030487060546875,2024-01-24,0.2965724628974588,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-25,0.4159662135266591,0.0,8815681.54281452,0.0,2.0431918705451206,1,0,0,0,0,0,0,2024-01-25,3,0.3341750502586365,2024-01-25,0.0,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-26,0.0,0.0,4021376.6700319564,0.09090909090909091,2.1458417525947544,0,0,0,0,0,0,1,2024-01-26,4,0.3384569585323334,2024-01-26,0.1295032496930603,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-29,1.889312263198801,0.0,1641785.3898405589,0.0,2.2381869370864838,5,0,0,0,0,0,0,2024-01-29,0,0.3924993872642517,2024-01-29,0.0686042062851865,0.0,Low risk - normal activity pattern.,,False,
U104,Employee,2024-01-30,0.7983867780633426,0.0,3905204.8298830963,0.07142857142857142,2.0449311748495913,2,0,0,0,0,0,1,2024-01-30,1,0.3302710950374603,2024-01-30,0.0,0.0,Low risk - normal activity pattern.,,False,
U105,Employee,2024-01-01,0.0,0.0,1243784.7514373625,0.15,2.0331436209409195,0,0,0,0,0,0,3,2024-01-01,0,0.0,2024-01-01,0.0,0.0,Low risk - normal activity pattern.,,False,
U105,Employee,2024-01-02,0.41078821299571333,0.0,10028854.537721066,0.0,1.6726254461503207,1,0,0,0,0,0,0,2024-01-02,1,0.0,2024-01-02,0.0,0.0,Low risk - normal activity pattern.,,False,
U105,Employee,2024-01-03,2.1153837204145796,0.0,1149756.147387492,0.0,2.0815724074147566,5,0,0,0,0,0,0,2024-01-03,2,0.0,2024-01-03,0.0,0.0,Low risk - normal activity pattern.,,False,
U105,Employee,2024-01-04,0.4074072414266794,0.0,2434142.8793960786,0.05263157894736842,1.9862665178647392,1,0,0,0,0,0,1,2024-01-04,3,0.0,2024-01-04,0.0,0.0,Low risk - normal activity pattern.,,False,
U105,Employee,2024-01-05,2.3239425818295043,0.0,1301923.7234751554,0.0,1.878967493188813,5,0,0,0,0,0,0,2024-01-05,4,0.0,2024-01-05,0.0,0.0,Low risk - normal activity pattern.,,False,
