user,date,biometric_anomaly_score,biometric_z_score
U116,2024-01-09,0.3374682068824768,0.0
U116,2024-01-10,0.30184489488601685,0.0
U116,2024-01-11,0.3162245452404022,0.0
U116,2024-01-12,0.35099974274635315,0.0
U116,2024-01-13,0.36864450573921204,0.010942009288332923
U116,2024-01-15,0.2684398293495178,0.0
U116,2024-01-16,0.2601696848869324,0.0
U116,2024-01-17,0.3303681015968323,0.0
U116,2024-01-18,0.2550479769706726,0.0
U116,2024-01-19,0.3896467685699463,0.051400809677258644
U116,2024-01-20,0.2772129774093628,0.0
U116,2024-01-22,0.2651483118534088,0.0
U116,2024-01-23,0.16731871664524078,0.0
U116,2024-01-24,0.39280664920806885,0.05748800994805738
U116,2024-01-25,0.25883570313453674,0.0
U116,2024-01-26,0.3531051278114319,0.0
U116,2024-01-29,0.26896438002586365,0.0
U116,2024-01-30,0.32116273045539856,0.0
U117,2024-01-01,0.2373647540807724,0.0
U117,2024-01-02,0.27749383449554443,0.0
U117,2024-01-03,0.27080586552619934,0.0
U117,2024-01-04,0.2852995693683624,0.0
U117,2024-01-05,0.2945761978626251,0.0
U117,2024-01-07,0.24406646192073822,0.0
U117,2024-01-08,0.34511643648147583,0.0
U117,2024-01-09,0.29742270708084106,0.0
U117,2024-01-10,0.3082687556743622,0.0
U117,2024-01-11,0.3622570037841797,0.0
U117,2024-01-12,0.23648622632026672,0.0
U117,2024-01-13,0.28066927194595337,0.0
U117,2024-01-15,0.40134716033935547,0.07394046737442907
U117,2024-01-16,0.4059631824493408,0.08283278143810541
U117,2024-01-17,0.19909034669399261,0.0
U117,2024-01-18,0.19285792112350464,0.0
U117,2024-01-19,0.34867438673973083,0.0
U117,2024-01-20,0.22128678858280182,0.0
U117,2024-01-22,0.33970457315444946,0.0
U117,2024-01-23,0.24521379172801971,0.0
U117,2024-01-24,0.2805083394050598,0.0
U117,2024-01-25,0.3275274932384491,0.0
U117,2024-01-26,0.3372788727283478,0.0
U117,2024-01-29,0.35098960995674133,0.0
U117,2024-01-30,0.3036060631275177,0.0
U118,2024-01-01,0.354298859834671,0.0
U118,2024-01-02,0.3672266900539398,0.008210726366057871
U118,2024-01-03,0.38189494609832764,0.03646768363473291
U118,2024-01-04,0.3200353682041168,0.0
U118,2024-01-05,0.39476507902145386,0.06126073298909624
U118,2024-01-07,0.47813940048217773,0.22187318969091646
U118,2024-01-08,0.2734915614128113,0.0
U118,2024-01-09,0.4393666982650757,0.14718137994718766
U118,2024-01-10,0.2660895586013794,0.0
U118,2024-01-11,0.3391820788383484,0.0
U118,2024-01-12,0.3143084943294525,0.0
U118,2024-01-13,0.3335607349872589,0.0
U118,2024-01-15,0.46271640062332153,0.19216229245489339
U118,2024-01-16,0.4400002658367157,0.14840188576222627
U118,2024-01-17,0.319449245929718,0.0
U118,2024-01-18,0.3381635844707489,0.0
U118,2024-01-19,0.39597731828689575,0.06359599309222946
U118,2024-01-20,0.31368139386177063,0.0
U118,2024-01-22,0.3429034948348999,0.0
U118,2024-01-23,0.40079692006111145,0.072880483421136
U118,2024-01-24,0.33264532685279846,0.0
U118,2024-01-25,0.3357587456703186,0.0
U118,2024-01-26,0.3500964343547821,0.0
U118,2024-01-29,0.36737704277038574,0.008500366134479227
U118,2024-01-30,0.2931566536426544,0.0
U119,2024-01-01,0.36375823616981506,0.0015290899877795025
U119,2024-01-02,0.3744807243347168,0.02218491225953664
U119,2024-01-03,0.37762197852134705,0.02823623049757753
U119,2024-01-04,0.47426459193229675,0.21440875088599287
U119,2024-01-05,0.3511810004711151,0.0
U119,2024-01-07,0.511245608329773,0.28564905354593106
U119,2024-01-08,0.3526170551776886,0.0
U119,2024-01-09,0.38016214966773987,0.03312962118570953
U119,2024-01-10,0.3495253920555115,0.0
U119,2024-01-11,0.28013038635253906,0.0
U119,2024-01-12,0.37931981682777405,0.03150694954752098
U119,2024-01-13,0.45238175988197327,0.17225362022203328
U119,2024-01-15,0.410405695438385,0.09139084719023582
U119,2024-01-16,0.3679327070713043,0.009570798935711378
U119,2024-01-17,0.44343867897987366,0.15502565159807277
U119,2024-01-18,0.30456119775772095,0.0
U119,2024-01-19,0.3514339029788971,0.0
U119,2024-01-20,0.38705742359161377,0.046412690422645925
U119,2024-01-22,0.49200063943862915,0.24857550765551184
U119,2024-01-23,0.4653255045413971,0.19718847536985562
U119,2024-01-24,0.4566969871520996,0.18056648251510968
U119,2024-01-25,0.400505930185318,0.07231991995257978
U119,2024-01-26,0.43535315990448,0.1394496917622836
U119,2024-01-29,0.4392450451850891,0.1469470272148396
U119,2024-01-30,0.4353325068950653,0.1394099057643617
U120,2024-01-01,0.36133208870887756,0.0
U120,2024-01-02,0.29396089911460876,0.0
U120,2024-01-03,0.2106943279504776,0.0
U120,2024-01-04,0.22735916078090668,0.0
U120,2024-01-05,0.2564561367034912,0.0
U120,2024-01-07,0.3226203918457031,0.0
U120,2024-01-08,0.25986963510513306,0.0
U120,2024-01-09,0.3264511525630951,0.0
U120,2024-01-10,0.32722941040992737,0.0
U120,2024-01-11,0.36633771657943726,0.006498206117843667
U120,2024-01-12,0.4017025828361511,0.07462515397070123
U120,2024-01-13,0.3423103392124176,0.0
U120,2024-01-15,0.34178996086120605,0.0
U120,2024-01-16,0.14722715318202972,0.0
U120,2024-01-17,0.3208678066730499,0.0
U120,2024-01-18,0.29197606444358826,0.0
U120,2024-01-19,0.34214454889297485,0.0
U120,2024-01-20,0.29282450675964355,0.0
U120,2024-01-22,0.23874683678150177,0.0
U120,2024-01-23,0.21991758048534393,0.0
U120,2024-01-24,0.3498757481575012,0.0
U120,2024-01-25,0.3732900023460388,0.019891103080645282
U120,2024-01-26,0.3437916934490204,0.0
U120,2024-01-29,0.3229435086250305,0.0
U120,2024-01-30,0.22575250267982483,0.0
U121,2024-01-01,0.2731962502002716,0.0
U121,2024-01-02,0.3312230110168457,0.0
U121,2024-01-03,0.3240965008735657,0.0
U121,2024-01-04,0.30635955929756165,0.0
U121,2024-01-05,0.42353057861328125,0.11667464793022171
U121,2024-01-07,0.39477020502090454,0.061270607724511206
U121,2024-01-08,0.3497714102268219,0.0
U121,2024-01-09,0.34127262234687805,0.0
U121,2024-01-10,0.336254358291626,0.0
U121,2024-01-11,0.36086076498031616,0.0
U121,2024-01-12,0.26562708616256714,0.0
U121,2024-01-13,0.2962419092655182,0.0
U121,2024-01-15,0.37343236804008484,0.020165356633420076
U121,2024-01-16,0.34648728370666504,0.0
U121,2024-01-17,0.31214436888694763,0.0
U121,2024-01-18,0.3930118978023529,0.05788340124342267
U121,2024-01-19,0.3678296208381653,0.00937221341361634
U121,2024-01-20,0.3143582046031952,0.0
U121,2024-01-22,0.3335055112838745,0.0
U121,2024-01-23,0.3837694525718689,0.04007873658897801
U121,2024-01-24,0.18429243564605713,0.0
U121,2024-01-25,0.293366014957428,0.0
U121,2024-01-26,0.3403201103210449,0.0
U121,2024-01-29,0.24541954696178436,0.0
U121,2024-01-30,0.38194864988327026,0.03657113871158034
U122,2024-01-01,0.3211952745914459,0.0
U122,2024-01-02,0.21746745705604553,0.0
U122,2024-01-03,0.32641369104385376,0.0
U122,2024-01-04,0.32800760865211487,0.0
U122,2024-01-05,0.25988832116127014,0.0
U122,2024-01-07,0.26856690645217896,0.0
U122,2024-01-08,0.3656371235847473,0.005148582396129245
U122,2024-01-09,0.22501105070114136,0.0
U122,2024-01-10,0.29303473234176636,0.0
U122,2024-01-11,0.32951465249061584,0.0
U122,2024-01-12,0.26434844732284546,0.0
U122,2024-01-13,0.19777773320674896,0.0
U122,2024-01-15,0.3862747550010681,0.04490495611178731
U122,2024-01-16,0.2730332314968109,0.0
U122,2024-01-17,0.2998564839363098,0.0
U122,2024-01-18,0.30070385336875916,0.0
U122,2024-01-19,0.27754390239715576,0.0
U122,2024-01-20,0.29501184821128845,0.0
U122,2024-01-22,0.28307878971099854,0.0
U122,2024-01-23,0.36644622683525085,0.006707240487877792
U122,2024-01-24,0.3338494896888733,0.0
U122,2024-01-25,0.32575085759162903,0.0
U122,2024-01-26,0.33592668175697327,0.0
