id,user,date,pc,source,activity,hour,day_of_week,source_idx,lstm_score,risk_score
E452,U124,2024-01-01 08:35:28.077395,PC-124,Http,Http Request,8,0,1,0.0,0.0
E63,U103,2024-01-01 08:36:00.951454,PC-103,Logon,Logon,8,0,0,0.0,0.0
E279,U115,2024-01-01 08:36:12.724827,PC-115,Http,Http Request,8,0,1,0.0,0.0
E43,U102,2024-01-01 08:36:25.344074,PC-102,Logon,Logon,8,0,0,0.0,0.0
E229,U114,2024-01-01 08:36:38.280506,PC-114,Logon,Logon,8,0,0,0.0,0.0
E413,U123,2024-01-01 08:36:54.587909,PC-123,File,File Open,8,0,2,0.0,0.0
E81,U104,2024-01-01 08:37:18.643752,PC-104,Logon,Logon,8,0,0,0.0,0.0
E727,U141,2024-01-01 08:39:02.870014,PC-141,Logon,Logon,8,0,0,0.0,0.0
E848,U148,2024-01-01 08:39:44.195672,PC-148,Http,Http Request,8,0,1,0.0,0.0
E768,U143,2024-01-01 08:41:00.000000,PC-143,Http,Http Request,8,0,1,0.0,0.0
E357,U120,2024-01-01 08:42:17.171669,PC-120,Logon,Logon,8,0,0,0.0,0.0
E143,U108,2024-01-01 08:42:49.889137,PC-108,Http,Http Request,8,0,1,0.0,0.0
E105,U106,2024-01-01 08:43:15.600809,PC-106,Logon,Logon,8,0,0,0.0,0.0
E853,U148,2024-01-01 08:43:44.195672,PC-148,Http,Http Request,8,0,1,0.0,0.0
E703,U140,2024-01-01 08:44:01.188388,PC-140,Logon,Logon,8,0,0,0.0,0.0
E858,U148,2024-01-01 08:44:44.195672,PC-148,Http,Http Request,8,0,1,0.0,0.0
E656,U138,2024-01-01 08:45:01.236371,PC-138,Logon,Logon,8,0,0,0.0,0.0
E67,U103,2024-01-01 08:46:00.951454,PC-103,File,File Open,8,0,2,0.0,0.0
E188,U111,2024-01-01 08:47:00.000000,PC-111,Logon,Logon,8,0,0,0.0,0.0
E367,U120,2024-01-01 08:47:17.171669,PC-120,Http,Http Request,8,0,1,0.0,0.0
E461,U125,2024-01-01 08:48:24.253110,PC-125,Http,Http Request,8,0,1,0.0,0.0
E653,U137,2024-01-01 08:49:37.032204,PC-137,Http,Http Request,8,0,1,0.0,0.0
E623,U136,2024-01-01 08:50:11.891118,PC-136,Logon,Logon,8,0,0,0.0,0.0
E829,U147,2024-01-01 08:50:14.304119,PC-147,Logon,Logon,8,0,0,0.0,0.0
E377,U121,2024-01-01 08:51:04.935552,PC-121,Logon,Logon,8,0,0,0.0,0.0
E370,U120,2024-01-01 08:51:17.171669,PC-120,Http,Http Request,8,0,1,0.0,0.0
E156,U109,2024-01-01 08:52:47.653879,PC-109,Logon,Logon,8,0,0,0.0,0.0
E593,U134,2024-01-01 08:54:00.000000,PC-134,Http,Http Request,8,0,1,0.0,0.0
E165,U109,2024-01-01 08:54:47.653879,PC-109,Http,Http Request,8,0,1,0.0,0.0
E788,U144,2024-01-01 08:55:57.504612,PC-144,Http,Http Request,8,0,1,0.0,0.0
E595,U134,2024-01-01 08:56:00.000000,PC-134,Http,Http Request,8,0,1,0.0,0.0
E462,U125,2024-01-01 08:56:24.253110,PC-125,Http,Http Request,8,0,1,0.0,0.0
E447,U124,2024-01-01 08:57:28.077395,PC-124,Http,Http Request,8,0,1,0.0,0.0
E794,U145,2024-01-01 08:59:50.790354,PC-145,Http,Http Request,8,0,1,0.0,0.0
E201,U111,2024-01-01 09:01:00.000000,PC-111,Http,Http Request,9,0,1,0.0,0.0
E431,U123,2024-01-01 09:03:54.587909,PC-123,Http,Http Request,9,0,1,0.0,0.0
E601,U134,2024-01-01 09:04:00.000000,PC-134,Http,Http Request,9,0,1,0.0,0.0
E521,U129,2024-01-01 09:05:19.212368,PC-129,Http,Http Request,9,0,1,0.0,0.0
E283,U116,2024-01-01 09:05:51.822601,PC-116,File,File Open,9,0,2,0.0,0.0
E629,U136,2024-01-01 09:06:11.891118,PC-136,Http,Http Request,9,0,1,0.0,0.0
E745,U141,2024-01-01 09:07:02.870014,PC-141,Http,Http Request,9,0,1,0.0,0.0
E304,U117,2024-01-01 09:07:42.371055,PC-117,Logon,Logon,9,0,0,0.0,0.0
E750,U142,2024-01-01 09:08:50.848596,PC-142,File,File Open,9,0,2,0.0,0.0
E465,U126,2024-01-01 09:08:56.794252,PC-126,Logon,Logon,9,0,0,0.0,0.0
E261,U115,2024-01-01 09:11:12.724827,PC-115,File,File Open,9,0,2,0.0,0.0
E375,U120,2024-01-01 09:11:17.171669,PC-120,Http,Http Request,9,0,1,0.0,0.0
E312,U117,2024-01-01 09:12:42.371055,PC-117,Http,Http Request,9,0,1,0.0,0.0
E85,U104,2024-01-01 09:13:18.643752,PC-104,File,File Open,9,0,2,0.0,0.0
E155,U108,2024-01-01 09:14:49.889137,PC-108,Http,Http Request,9,0,1,0.0,0.0
E325,U118,2024-01-01 09:15:22.983815,PC-118,Logon,Logon,9,0,0,0.0,0.0
E450,U124,2024-01-01 09:16:28.077395,PC-124,Http,Http Request,9,0,1,0.0,0.0
E169,U110,2024-01-01 09:16:35.197044,PC-110,Logon,Logon,9,0,0,0.0,0.0
E638,U136,2024-01-01 09:17:11.891118,PC-136,Http,Http Request,9,0,1,0.0,0.0
E376,U120,2024-01-01 09:17:17.171669,PC-120,Http,Http Request,9,0,1,0.0,0.0
E232,U114,2024-01-01 09:17:38.280506,PC-114,File,File Open,9,0,2,0.0,0.0
E116,U106,2024-01-01 09:18:15.600809,PC-106,Http,Http Request,9,0,1,0.0,0.0
E242,U114,2024-01-01 09:18:38.280506,PC-114,Http,Http Request,9,0,1,0.0,0.0
E319,U117,2024-01-01 09:22:42.371055,PC-117,Http,Http Request,9,0,1,0.0,0.0
E141,U108,2024-01-01 09:22:49.889137,PC-108,File,File Open,9,0,2,0.0,0.0
E0,U100,2024-01-01 09:23:55.244119,PC-100,Logon,Logon,9,0,0,0.0,0.0
E264,U115,2024-01-01 09:24:12.724827,PC-115,Http,Http Request,9,0,1,0.0,0.0
E680,U139,2024-01-01 09:25:16.588330,PC-139,Logon,Logon,9,0,0,0.0,0.0
E414,U123,2024-01-01 09:25:54.587909,PC-123,File,File Open,9,0,2,0.0,0.0
E630,U136,2024-01-01 09:27:11.891118,PC-136,Http,Http Request,9,0,1,0.0,0.0
E98,U105,2024-01-01 09:27:14.279258,PC-105,File,File Open,9,0,2,0.0,0.0
E92,U104,2024-01-01 09:27:18.643752,PC-104,Http,Http Request,9,0,1,0.0,0.0
E513,U129,2024-01-01 09:27:19.212368,PC-129,Http,Http Request,9,0,1,0.0,0.0
E541,U131,2024-01-01 09:28:02.221952,PC-131,Http,Http Request,9,0,1,0.0,0.0
E627,U136,2024-01-01 09:28:11.891118,PC-136,Http,Http Request,9,0,1,0.0,0.0
E254,U114,2024-01-01 09:28:38.280506,PC-114,Http,Http Request,9,0,1,0.0,0.0
E62,U102,2024-01-01 09:29:25.344074,PC-102,Http,Http Request,9,0,1,0.0,0.0
E445,U124,2024-01-01 09:29:28.077395,PC-124,Http,Http Request,9,0,1,0.0,0.0
E83,U104,2024-01-01 09:30:18.643752,PC-104,File,File Open,9,0,2,0.0,0.0
E529,U130,2024-01-01 09:30:28.715380,PC-130,Logon,Logon,9,0,0,0.0,0.0
E553,U132,2024-01-01 09:31:49.323745,PC-132,Logon,Logon,9,0,0,0.0,0.0
E90,U104,2024-01-01 09:32:18.643752,PC-104,Http,Http Request,9,0,1,0.0,0.0
E436,U124,2024-01-01 09:32:28.077395,PC-124,File,File Open,9,0,2,0.0,0.0
E852,U148,2024-01-01 09:32:44.195672,PC-148,Http,Http Request,9,0,1,0.0,0.0
E193,U111,2024-01-01 09:33:00.000000,PC-111,Http,Http Request,9,0,1,0.0,0.0
E859,U149,2024-01-01 09:33:03.775564,PC-149,Logon,Logon,9,0,0,0.0,0.0
E625,U136,2024-01-01 09:33:11.891118,PC-136,File,File Open,9,0,2,0.0,0.0
E111,U106,2024-01-01 09:33:15.600809,PC-106,Http,Http Request,9,0,1,0.0,0.0
E439,U124,2024-01-01 09:34:28.077395,PC-124,Http,Http Request,9,0,1,0.0,0.0
E108,U106,2024-01-01 09:35:15.600809,PC-106,File,File Open,9,0,2,0.0,0.0
E602,U134,2024-01-01 09:36:00.000000,PC-134,Http,Http Request,9,0,1,0.0,0.0
E713,U140,2024-01-01 09:36:01.188388,PC-140,Http,Http Request,9,0,1,0.0,0.0
E107,U106,2024-01-01 09:37:15.600809,PC-106,File,File Open,9,0,2,0.0,0.0
E598,U134,2024-01-01 09:38:00.000000,PC-134,Http,Http Request,9,0,1,0.0,0.0
E840,U148,2024-01-01 09:38:44.195672,PC-148,File,File Open,9,0,2,0.0,0.0
E58,U102,2024-01-01 09:39:25.344074,PC-102,Http,Http Request,9,0,1,0.0,0.0
E359,U120,2024-01-01 09:40:17.171669,PC-120,File,File Open,9,0,2,0.0,0.0
E449,U124,2024-01-01 09:40:28.077395,PC-124,Http,Http Request,9,0,1,0.0,0.0
E253,U114,2024-01-01 09:40:38.280506,PC-114,Http,Http Request,9,0,1,0.0,0.0
E808,U146,2024-01-01 09:40:54.973943,PC-146,Logon,Logon,9,0,0,0.0,0.0
E824,U146,2024-01-01 09:40:54.973943,PC-146,Http,Http Request,9,0,1,0.0,0.0
E333,U119,2024-01-01 09:41:45.857968,PC-119,Logon,Logon,9,0,0,0.0,0.0
E344,U119,2024-01-01 09:41:45.857968,PC-119,Http,Http Request,9,0,1,0.0,0.0
E482,U127,2024-01-01 09:42:41.416074,PC-127,Logon,Logon,9,0,0,0.0,0.0
E782,U144,2024-01-01 09:42:57.504612,PC-144,Http,Http Request,9,0,1,0.0,0.0
E332,U118,2024-01-01 09:43:22.983815,PC-118,Http,Http Request,9,0,1,0.0,0.0
E881,U149,2024-01-01 09:44:03.775564,PC-149,Http,Http Request,9,0,1,0.0,0.0
E729,U141,2024-01-01 09:45:02.870014,PC-141,File,File Open,9,0,2,0.0,0.0
E698,U139,2024-01-01 09:47:16.588330,PC-139,Http,Http Request,9,0,1,0.0,0.0
E277,U115,2024-01-01 09:48:12.724827,PC-115,Http,Http Request,9,0,1,0.0,0.0
E451,U124,2024-01-01 09:49:28.077395,PC-124,Http,Http Request,9,0,1,0.0,0.0
E258,U115,2024-01-01 09:51:12.724827,PC-115,File,File Open,9,0,2,0.0,0.0
E260,U115,2024-01-01 09:51:12.724827,PC-115,File,File Open,9,0,2,0.25772717595100403,38.659076392650604
E694,U139,2024-01-01 09:51:16.588330,PC-139,Http,Http Request,9,0,1,0.0,0.0
E328,U118,2024-01-01 09:51:22.983815,PC-118,Http,Http Request,9,0,1,0.0,0.0
E356,U119,2024-01-01 09:52:45.857968,PC-119,Http,Http Request,9,0,1,0.0,0.0
E721,U140,2024-01-01 09:54:01.188388,PC-140,Http,Http Request,9,0,1,0.0,0.0
E636,U136,2024-01-01 09:54:11.891118,PC-136,Http,Http Request,9,0,1,0.0,0.0
E425,U123,2024-01-01 09:55:54.587909,PC-123,Http,Http Request,9,0,1,0.0,0.0
E291,U116,2024-01-01 09:56:51.822601,PC-116,Http,Http Request,9,0,1,0.0,0.0
E544,U131,2024-01-01 09:57:02.221952,PC-131,Http,Http Request,9,0,1,0.0,0.0
E346,U119,2024-01-01 09:57:45.857968,PC-119,Http,Http Request,9,0,1,0.0,0.0
E246,U114,2024-01-01 09:58:38.280506,PC-114,Http,Http Request,9,0,1,0.0,0.0
E352,U119,2024-01-01 09:58:45.857968,PC-119,Http,Http Request,9,0,1,0.0,0.0
E798,U145,2024-01-01 09:58:50.790354,PC-145,Http,Http Request,9,0,1,0.0,0.0
E500,U128,2024-01-01 09:59:40.946690,PC-128,Http,Http Request,9,0,1,0.0,0.0
E835,U147,2024-01-01 10:00:14.304119,PC-147,Http,Http Request,10,0,1,0.0,0.0
E448,U124,2024-01-01 10:03:28.077395,PC-124,Http,Http Request,10,0,1,0.13205687701702118,16.507109627127647
E724,U140,2024-01-01 10:05:01.188388,PC-140,Http,Http Request,10,0,1,0.0,0.0
E20,U100,2024-01-01 10:05:55.244119,PC-100,Http,Http Request,10,0,1,0.0,0.0
E68,U103,2024-01-01 10:08:00.951454,PC-103,File,File Open,10,0,2,0.0,0.0
E80,U103,2024-01-01 10:10:00.951454,PC-103,Http,Http Request,10,0,1,0.0,0.0
E771,U143,2024-01-01 10:11:00.000000,PC-143,Http,Http Request,10,0,1,0.0,0.0
E650,U137,2024-01-01 10:11:37.032204,PC-137,Http,Http Request,10,0,1,0.0,0.0
E793,U145,2024-01-01 10:11:50.790354,PC-145,Http,Http Request,10,0,1,0.0,0.0
E296,U116,2024-01-01 10:11:51.822601,PC-116,Http,Http Request,10,0,1,0.0,0.0
E455,U125,2024-01-01 10:13:24.253110,PC-125,File,File Open,10,0,2,0.0,0.0
E386,U121,2024-01-01 10:14:04.935552,PC-121,Http,Http Request,10,0,1,0.0,0.0
E511,U129,2024-01-01 10:15:19.212368,PC-129,Http,Http Request,10,0,1,0.0,0.0
E146,U108,2024-01-01 10:15:49.889137,PC-108,Http,Http Request,10,0,1,0.0,0.0
E388,U121,2024-01-01 10:17:04.935552,PC-121,Http,Http Request,10,0,1,0.0,0.0
E275,U115,2024-01-01 10:17:12.724827,PC-115,Http,Http Request,10,0,1,0.3153073489665985,39.413418620824814
E568,U132,2024-01-01 10:17:49.323745,PC-132,Http,Http Request,10,0,1,0.0,0.0
E289,U116,2024-01-01 10:17:51.822601,PC-116,Http,Http Request,10,0,1,0.0,0.0
E331,U118,2024-01-01 10:18:22.983815,PC-118,Http,Http Request,10,0,1,0.0,0.0
E182,U110,2024-01-01 10:18:35.197044,PC-110,Http,Http Request,10,0,1,0.0,0.0
E490,U127,2024-01-01 10:18:41.416074,PC-127,Http,Http Request,10,0,1,0.0,0.0
E18,U100,2024-01-01 10:18:55.244119,PC-100,Http,Http Request,10,0,1,0.0,0.0
E547,U131,2024-01-01 10:20:02.221952,PC-131,Http,Http Request,10,0,1,0.0,0.0
E862,U149,2024-01-01 10:20:03.775564,PC-149,File,File Open,10,0,2,0.0,0.0
E709,U140,2024-01-01 10:21:01.188388,PC-140,File,File Open,10,0,2,0.0,0.0
E797,U145,2024-01-01 10:21:50.790354,PC-145,Http,Http Request,10,0,1,0.0,0.0
E510,U129,2024-01-01 10:22:19.212368,PC-129,File,File Open,10,0,2,0.0,0.0
E739,U141,2024-01-01 10:24:02.870014,PC-141,Http,Http Request,10,0,1,0.0,0.0
E115,U106,2024-01-01 10:25:15.600809,PC-106,Http,Http Request,10,0,1,0.0,0.0
E458,U125,2024-01-01 10:25:24.253110,PC-125,File,File Open,10,0,2,0.0,0.0
E84,U104,2024-01-01 10:26:18.643752,PC-104,File,File Open,10,0,2,0.0,0.0
E487,U127,2024-01-01 10:26:41.416074,PC-127,File,File Open,10,0,2,0.0,0.0
E164,U109,2024-01-01 10:26:47.653879,PC-109,Http,Http Request,10,0,1,0.0,0.0
E66,U103,2024-01-01 10:27:00.951454,PC-103,File,File Open,10,0,2,0.0,0.0
E662,U138,2024-01-01 10:27:01.236371,PC-138,File,File Open,10,0,2,0.0,0.0
E418,U123,2024-01-01 10:28:54.587909,PC-123,Http,Http Request,10,0,1,0.0,0.0
E784,U144,2024-01-01 10:28:57.504612,PC-144,Http,Http Request,10,0,1,0.0,0.0
E205,U111,2024-01-01 10:29:00.000000,PC-111,Http,Http Request,10,0,1,0.0,0.0
E374,U120,2024-01-01 10:30:17.171669,PC-120,Http,Http Request,10,0,1,0.0,0.0
E563,U132,2024-01-01 10:30:49.323745,PC-132,Http,Http Request,10,0,1,0.0,0.0
E795,U145,2024-01-01 10:32:50.790354,PC-145,Http,Http Request,10,0,1,0.0,0.0
E658,U138,2024-01-01 10:33:01.236371,PC-138,File,File Open,10,0,2,0.0,0.0
E478,U126,2024-01-01 10:33:56.794252,PC-126,Http,Http Request,10,0,1,0.0,0.0
E392,U121,2024-01-01 10:35:04.935552,PC-121,Http,Http Request,10,0,1,0.0,0.0
E222,U113,2024-01-01 10:35:47.542733,PC-113,File,File Open,10,0,2,0.0,0.0
E415,U123,2024-01-01 10:35:54.587909,PC-123,File,File Open,10,0,2,0.0,0.0
E626,U136,2024-01-01 10:36:11.891118,PC-136,File,File Open,10,0,2,0.0,0.0
E272,U115,2024-01-01 10:36:12.724827,PC-115,Http,Http Request,10,0,1,0.2788102924823761,34.85128656029701
E506,U128,2024-01-01 10:36:40.946690,PC-128,Http,Http Request,10,0,1,0.0,0.0
E7,U100,2024-01-01 10:36:55.244119,PC-100,Http,Http Request,10,0,1,0.0,0.0
E397,U122,2024-01-01 10:36:58.260154,PC-122,File,File Open,10,0,2,0.0,0.0
E671,U138,2024-01-01 10:37:01.236371,PC-138,Http,Http Request,10,0,1,0.0,0.0
E789,U144,2024-01-01 10:37:57.504612,PC-144,Http,Http Request,10,0,1,0.0,0.0
E496,U127,2024-01-01 10:38:41.416074,PC-127,Http,Http Request,10,0,1,0.0,0.0
E467,U126,2024-01-01 10:38:56.794252,PC-126,File,File Open,10,0,2,0.0,0.0
E419,U123,2024-01-01 10:39:54.587909,PC-123,Http,Http Request,10,0,1,0.0,0.0
E86,U104,2024-01-01 10:40:18.643752,PC-104,Http,Http Request,10,0,1,0.0,0.0
E48,U102,2024-01-01 10:40:25.344074,PC-102,Http,Http Request,10,0,1,0.0,0.0
E8,U100,2024-01-01 10:44:55.244119,PC-100,Http,Http Request,10,0,1,0.0,0.0
E471,U126,2024-01-01 10:44:56.794252,PC-126,Http,Http Request,10,0,1,0.0,0.0
E518,U129,2024-01-01 10:45:19.212368,PC-129,Http,Http Request,10,0,1,0.0,0.0
E649,U137,2024-01-01 10:45:37.032204,PC-137,Http,Http Request,10,0,1,0.0,0.0
E759,U143,2024-01-01 10:46:00.000000,PC-143,File,File Open,10,0,2,0.0,0.0
E643,U137,2024-01-01 10:46:37.032204,PC-137,File,File Open,10,0,2,0.0,0.0
E313,U117,2024-01-01 10:47:42.371055,PC-117,Http,Http Request,10,0,1,0.0,0.0
E718,U140,2024-01-01 10:48:01.188388,PC-140,Http,Http Request,10,0,1,0.0,0.0
E542,U131,2024-01-01 10:48:02.221952,PC-131,Http,Http Request,10,0,1,0.0,0.0
E504,U128,2024-01-01 10:48:40.946690,PC-128,Http,Http Request,10,0,1,0.0,0.0
E372,U120,2024-01-01 10:49:17.171669,PC-120,Http,Http Request,10,0,1,0.0,0.0
E764,U143,2024-01-01 10:50:00.000000,PC-143,Http,Http Request,10,0,1,0.0,0.0
E870,U149,2024-01-01 10:50:03.775564,PC-149,Http,Http Request,10,0,1,0.0,0.0
E600,U134,2024-01-01 10:51:00.000000,PC-134,Http,Http Request,10,0,1,0.0,0.0
E362,U120,2024-01-01 10:54:17.171669,PC-120,File,File Open,10,0,2,0.0,0.0
E861,U149,2024-01-01 10:56:03.775564,PC-149,File,File Open,10,0,2,0.0,0.0
E382,U121,2024-01-01 10:56:04.935552,PC-121,Http,Http Request,10,0,1,0.0,0.0
E457,U125,2024-01-01 10:56:24.253110,PC-125,File,File Open,10,0,2,0.0,0.0
E235,U114,2024-01-01 10:56:38.280506,PC-114,File,File Open,10,0,2,0.0,0.0
E723,U140,2024-01-01 10:59:01.188388,PC-140,Http,Http Request,10,0,1,0.0,0.0
E502,U128,2024-01-01 10:59:40.946690,PC-128,Http,Http Request,10,0,1,0.0,0.0
E427,U123,2024-01-01 10:59:54.587909,PC-123,Http,Http Request,10,0,1,0.3206368386745453,40.07960483431816
E691,U139,2024-01-01 11:00:16.588330,PC-139,Http,Http Request,11,0,1,0.0,0.0
E183,U110,2024-01-01 11:00:35.197044,PC-110,Http,Http Request,11,0,1,0.0,0.0
E525,U129,2024-01-01 11:01:19.212368,PC-129,Http,Http Request,11,0,1,0.0,0.0
E803,U145,2024-01-01 11:01:50.790354,PC-145,Http,Http Request,11,0,1,0.0,0.0
E343,U119,2024-01-01 11:02:45.857968,PC-119,Http,Http Request,11,0,1,0.0,0.0
E199,U111,2024-01-01 11:03:00.000000,PC-111,Http,Http Request,11,0,1,0.0,0.0
E645,U137,2024-01-01 11:03:37.032204,PC-137,Http,Http Request,11,0,1,0.0,0.0
E597,U134,2024-01-01 11:04:00.000000,PC-134,Http,Http Request,11,0,1,0.0,0.0
E240,U114,2024-01-01 11:04:38.280506,PC-114,Http,Http Request,11,0,1,0.0,0.0
E441,U124,2024-01-01 11:05:28.077395,PC-124,Http,Http Request,11,0,1,0.10882314294576645,13.602892868220806
E815,U146,2024-01-01 11:06:54.973943,PC-146,Http,Http Request,11,0,1,0.0,0.0
E676,U138,2024-01-01 11:07:01.236371,PC-138,Http,Http Request,11,0,1,0.0,0.0
E549,U131,2024-01-01 11:07:02.221952,PC-131,Http,Http Request,11,0,1,0.0,0.0
E400,U122,2024-01-01 11:07:58.260154,PC-122,Http,Http Request,11,0,1,0.0,0.0
E539,U131,2024-01-01 11:08:02.221952,PC-131,File,File Open,11,0,2,0.0,0.0
E443,U124,2024-01-01 11:08:28.077395,PC-124,Http,Http Request,11,0,1,0.11148405820131302,13.935507275164127
E74,U103,2024-01-01 11:10:00.951454,PC-103,Http,Http Request,11,0,1,0.0,0.0
E100,U105,2024-01-01 11:10:14.279258,PC-105,Http,Http Request,11,0,1,0.0,0.0
E486,U127,2024-01-01 11:10:41.416074,PC-127,File,File Open,11,0,2,0.0,0.0
E310,U117,2024-01-01 11:10:42.371055,PC-117,Http,Http Request,11,0,1,0.0,0.0
E833,U147,2024-01-01 11:11:14.304119,PC-147,Http,Http Request,11,0,1,0.0,0.0
E543,U131,2024-01-01 11:12:02.221952,PC-131,Http,Http Request,11,0,1,0.0,0.0
E731,U141,2024-01-01 11:12:02.870014,PC-141,File,File Open,11,0,2,0.0,0.0
E522,U129,2024-01-01 11:13:19.212368,PC-129,Http,Http Request,11,0,1,0.12812991440296173,16.016239300370216
E842,U148,2024-01-01 11:15:44.195672,PC-148,Http,Http Request,11,0,1,0.0,0.0
E338,U119,2024-01-01 11:15:45.857968,PC-119,Http,Http Request,11,0,1,0.0,0.0
E295,U116,2024-01-01 11:15:51.822601,PC-116,Http,Http Request,11,0,1,0.0,0.0
E263,U115,2024-01-01 11:16:12.724827,PC-115,Http,Http Request,11,0,1,0.26277220249176025,32.84652531147003
E426,U123,2024-01-01 11:16:54.587909,PC-123,Http,Http Request,11,0,1,0.2127847671508789,26.598095893859863
E245,U114,2024-01-01 11:18:38.280506,PC-114,Http,Http Request,11,0,1,0.0,0.0
E604,U134,2024-01-01 11:20:00.000000,PC-134,Http,Http Request,11,0,1,0.0,0.0
