id,user,date,pc,source,activity,hour,day_of_week,source_idx,lstm_score,risk_score
E536,86773b19df8b,2024-01-01 08:05:02.221952,4a26d431c2fa,Logon,Logon,8,0,0,0.0,0.0
E411,98e56830707d,2024-01-01 08:05:54.587909,002d97e2371d,Logon,Logon,8,0,0,0.0,0.0
E498,9cf1308787d9,2024-01-01 08:06:40.946690,7248a9ebb0fb,Logon,Logon,8,0,0,0.0,0.0
E790,d379c0df033e,2024-01-01 08:06:50.790354,a5cc81723f91,Logon,Logon,8,0,0,0.0,0.0
E837,39694009ae3d,2024-01-01 08:08:44.195672,64319473effb,Logon,Logon,8,0,0,0.0,0.0
E104,879d3b2d0fce,2024-01-01 08:10:14.279258,57856ce9c00d,Http,Http Request,8,0,1,0.0,0.0
E507,b12e1b5c30ca,2024-01-01 08:10:19.212368,12ed5f8e578f,Logon,Logon,8,0,0,0.0,0.0
E517,b12e1b5c30ca,2024-01-01 08:12:19.212368,12ed5f8e578f,Http,Http Request,8,0,1,0.0,0.0
E855,39694009ae3d,2024-01-01 08:13:44.195672,64319473effb,Http,Http Request,8,0,1,0.0,0.0
E99,879d3b2d0fce,2024-01-01 08:14:14.279258,57856ce9c00d,File,File Open,8,0,2,0.0,0.0
E523,b12e1b5c30ca,2024-01-01 08:14:19.212368,12ed5f8e578f,Http,Http Request,8,0,1,0.0,0.0
E646,2ea803e47b9a,2024-01-01 08:14:37.032204,c827bafe0309,Http,Http Request,8,0,1,0.0,0.0
E255,9411090b8875,2024-01-01 08:15:12.724827,10df583853df,Logon,Logon,8,0,0,0.0,0.0
E774,b2268ea27acb,2024-01-01 08:17:57.504612,9998241add96,Logon,Logon,8,0,0,0.0,0.0
E262,9411090b8875,2024-01-01 08:18:12.724827,10df583853df,Http,Http Request,8,0,1,0.0,0.0
E227,5b374ec18bcd,2024-01-01 08:20:47.542733,498960f157e4,Http,Http Request,8,0,1,0.0,0.0
E781,b2268ea27acb,2024-01-01 08:20:57.504612,9998241add96,Http,Http Request,8,0,1,0.0,0.0
E416,98e56830707d,2024-01-01 08:21:54.587909,002d97e2371d,File,File Open,8,0,2,0.0,0.0
E610,0e7d62990984,2024-01-01 08:22:37.096894,edc73e0252f0,Logon,Logoff,8,0,0,0.0855786576867103,0.0
E221,5b374ec18bcd,2024-01-01 08:26:47.542733,498960f157e4,File,File Open,8,0,2,0.0,0.0
E280,46085d2ce029,2024-01-01 08:26:51.822601,43bc94f59007,Logon,Logon,8,0,0,0.0,0.0
E395,7258797824d5,2024-01-01 08:26:58.260154,9fc4c753ada4,Logon,Logon,8,0,0,0.0,0.0
E268,9411090b8875,2024-01-01 08:28:12.724827,10df583853df,Http,Http Request,8,0,1,0.0,0.0
E97,879d3b2d0fce,2024-01-01 08:28:14.279258,57856ce9c00d,File,File Open,8,0,2,0.0,0.0
E257,9411090b8875,2024-01-01 08:29:12.724827,10df583853df,File,File Open,8,0,2,0.0,0.0
E841,39694009ae3d,2024-01-01 08:29:44.195672,64319473effb,File,File Open,8,0,2,0.0,0.0
E293,46085d2ce029,2024-01-01 08:29:51.822601,43bc94f59007,Http,Http Request,8,0,1,0.0,0.0
E434,2339906ab060,2024-01-01 08:30:28.077395,7b58eb733c3b,Logon,Logon,8,0,0,0.0,0.0
E402,7258797824d5,2024-01-01 08:30:58.260154,9fc4c753ada4,Http,Http Request,8,0,1,0.0,0.0
E453,f1feb576184f,2024-01-01 08:32:24.253110,247db72d90c5,Logon,Logon,8,0,0,0.0,0.0
E223,5b374ec18bcd,2024-01-01 08:33:47.542733,498960f157e4,File,File Open,8,0,2,0.0,0.0
E748,c908c50804a1,2024-01-01 08:33:50.848596,17d13208cffe,Logon,Logon,8,0,0,0.0,0.0
E138,7427faf88ac6,2024-01-01 08:34:49.889137,803dad959f6e,Logon,Logon,8,0,0,0.0,0.0
E452,2339906ab060,2024-01-01 08:35:28.077395,7b58eb733c3b,Http,Http Request,8,0,1,0.0,0.0
E63,6febe7e51269,2024-01-01 08:36:00.951454,7fb740bc0482,Logon,Logon,8,0,0,0.0,0.0
E279,9411090b8875,2024-01-01 08:36:12.724827,10df583853df,Http,Http Request,8,0,1,0.0,0.0
E43,e4942ed4473c,2024-01-01 08:36:25.344074,4453d09ee459,Logon,Logon,8,0,0,0.0,0.0
E229,232244a51529,2024-01-01 08:36:38.280506,d341abddf7c6,Logon,Logon,8,0,0,0.0,0.0
E413,98e56830707d,2024-01-01 08:36:54.587909,002d97e2371d,File,File Open,8,0,2,0.0,0.0
E81,0618ae56afee,2024-01-01 08:37:18.643752,9d6ff41dc404,Logon,Logon,8,0,0,0.0,0.0
E727,782676b301cb,2024-01-01 08:39:02.870014,60695e4b2e71,Logon,Logon,8,0,0,0.0,0.0
E848,39694009ae3d,2024-01-01 08:39:44.195672,64319473effb,Http,Http Request,8,0,1,0.0,0.0
E768,f839184be727,2024-01-01 08:41:00.000000,b5a4f3bd8f5f,Http,Http Request,8,0,1,0.0,0.0
E357,0deeb47bfc43,2024-01-01 08:42:17.171669,60e3445047b3,Logon,Logon,8,0,0,0.0,0.0
E143,7427faf88ac6,2024-01-01 08:42:49.889137,803dad959f6e,Http,Http Request,8,0,1,0.0,0.0
E105,e1cb99d5073a,2024-01-01 08:43:15.600809,4be7eec9177c,Logon,Logon,8,0,0,0.0,0.0
E853,39694009ae3d,2024-01-01 08:43:44.195672,64319473effb,Http,Http Request,8,0,1,0.0,0.0
E703,891e8384d080,2024-01-01 08:44:01.188388,02de1d09c047,Logon,Logon,8,0,0,0.0,0.0
E858,39694009ae3d,2024-01-01 08:44:44.195672,64319473effb,Http,Http Request,8,0,1,0.0,0.0
E656,263bd2189cb4,2024-01-01 08:45:01.236371,7212d3e8337a,Logon,Logon,8,0,0,0.0,0.0
E67,6febe7e51269,2024-01-01 08:46:00.951454,7fb740bc0482,File,File Open,8,0,2,0.0,0.0
E188,b0817e9c71c1,2024-01-01 08:47:00.000000,2961305f433f,Logon,Logon,8,0,0,0.0,0.0
E367,0deeb47bfc43,2024-01-01 08:47:17.171669,60e3445047b3,Http,Http Request,8,0,1,0.0,0.0
E461,f1feb576184f,2024-01-01 08:48:24.253110,247db72d90c5,Http,Http Request,8,0,1,0.0,0.0
E653,2ea803e47b9a,2024-01-01 08:49:37.032204,c827bafe0309,Http,Http Request,8,0,1,0.0,0.0
E623,c1a043d01175,2024-01-01 08:50:11.891118,8ee79b89888d,Logon,Logon,8,0,0,0.0,0.0
E829,68186e5d36c2,2024-01-01 08:50:14.304119,d087a0baccc5,Logon,Logon,8,0,0,0.0,0.0
E377,b7b42d207e92,2024-01-01 08:51:04.935552,e6283c387372,Logon,Logon,8,0,0,0.0,0.0
E370,0deeb47bfc43,2024-01-01 08:51:17.171669,60e3445047b3,Http,Http Request,8,0,1,0.0,0.0
E156,f72e8b5db2e6,2024-01-01 08:52:47.653879,a9285a91d8e8,Logon,Logon,8,0,0,0.0,0.0
E593,1d9ef59677a4,2024-01-01 08:54:00.000000,5a22087e90b8,Http,Http Request,8,0,1,0.0,0.0
E165,f72e8b5db2e6,2024-01-01 08:54:47.653879,a9285a91d8e8,Http,Http Request,8,0,1,0.0,0.0
E788,b2268ea27acb,2024-01-01 08:55:57.504612,9998241add96,Http,Http Request,8,0,1,0.0,0.0
E595,1d9ef59677a4,2024-01-01 08:56:00.000000,5a22087e90b8,Http,Http Request,8,0,1,0.0,0.0
E462,f1feb576184f,2024-01-01 08:56:24.253110,247db72d90c5,Http,Http Request,8,0,1,0.0,0.0
E447,2339906ab060,2024-01-01 08:57:28.077395,7b58eb733c3b,Http,Http Request,8,0,1,0.0,0.0
E794,d379c0df033e,2024-01-01 08:59:50.790354,a5cc81723f91,Http,Http Request,8,0,1,0.0,0.0
E201,b0817e9c71c1,2024-01-01 09:01:00.000000,2961305f433f,Http,Http Request,9,0,1,0.0,0.0
E431,98e56830707d,2024-01-01 09:03:54.587909,002d97e2371d,Http,Http Request,9,0,1,0.0,0.0
E601,1d9ef59677a4,2024-01-01 09:04:00.000000,5a22087e90b8,Http,Http Request,9,0,1,0.0,0.0
E521,b12e1b5c30ca,2024-01-01 09:05:19.212368,12ed5f8e578f,Http,Http Request,9,0,1,0.0,0.0
E283,46085d2ce029,2024-01-01 09:05:51.822601,43bc94f59007,File,File Open,9,0,2,0.0,0.0
E629,c1a043d01175,2024-01-01 09:06:11.891118,8ee79b89888d,Http,Http Request,9,0,1,0.0,0.0
E745,782676b301cb,2024-01-01 09:07:02.870014,60695e4b2e71,Http,Http Request,9,0,1,0.0,0.0
E304,f73e7f822dc5,2024-01-01 09:07:42.371055,768d057e853f,Logon,Logon,9,0,0,0.0,0.0
E750,c908c50804a1,2024-01-01 09:08:50.848596,17d13208cffe,File,File Open,9,0,2,0.0,0.0
E465,71a7782c0f45,2024-01-01 09:08:56.794252,34b8ce3374e6,Logon,Logon,9,0,0,0.0,0.0
E261,9411090b8875,2024-01-01 09:11:12.724827,10df583853df,File,File Open,9,0,2,0.0,0.0
E375,0deeb47bfc43,2024-01-01 09:11:17.171669,60e3445047b3,Http,Http Request,9,0,1,0.0,0.0
E312,f73e7f822dc5,2024-01-01 09:12:42.371055,768d057e853f,Http,Http Request,9,0,1,0.0,0.0
E85,0618ae56afee,2024-01-01 09:13:18.643752,9d6ff41dc404,File,File Open,9,0,2,0.0,0.0
E155,7427faf88ac6,2024-01-01 09:14:49.889137,803dad959f6e,Http,Http Request,9,0,1,0.0,0.0
E325,43ff299530b0,2024-01-01 09:15:22.983815,34e842fa071b,Logon,Logon,9,0,0,0.0,0.0
E450,2339906ab060,2024-01-01 09:16:28.077395,7b58eb733c3b,Http,Http Request,9,0,1,0.0,0.0
E169,d631fe1b9100,2024-01-01 09:16:35.197044,98aa03f87cad,Logon,Logon,9,0,0,0.0,0.0
E638,c1a043d01175,2024-01-01 09:17:11.891118,8ee79b89888d,Http,Http Request,9,0,1,0.0,0.0
E376,0deeb47bfc43,2024-01-01 09:17:17.171669,60e3445047b3,Http,Http Request,9,0,1,0.0,0.0
E232,232244a51529,2024-01-01 09:17:38.280506,d341abddf7c6,File,File Open,9,0,2,0.0,0.0
E116,e1cb99d5073a,2024-01-01 09:18:15.600809,4be7eec9177c,Http,Http Request,9,0,1,0.0,0.0
E242,232244a51529,2024-01-01 09:18:38.280506,d341abddf7c6,Http,Http Request,9,0,1,0.0,0.0
E319,f73e7f822dc5,2024-01-01 09:22:42.371055,768d057e853f,Http,Http Request,9,0,1,0.0,0.0
E141,7427faf88ac6,2024-01-01 09:22:49.889137,803dad959f6e,File,File Open,9,0,2,0.0,0.0
E0,5640803d4fc8,2024-01-01 09:23:55.244119,06639dbb3d4e,Logon,Logon,9,0,0,0.0,0.0
E264,9411090b8875,2024-01-01 09:24:12.724827,10df583853df,Http,Http Request,9,0,1,0.0,0.0
E680,4a2c22fe2e79,2024-01-01 09:25:16.588330,8e93d5e92c60,Logon,Logon,9,0,0,0.0,0.0
E414,98e56830707d,2024-01-01 09:25:54.587909,002d97e2371d,File,File Open,9,0,2,0.0,0.0
E630,c1a043d01175,2024-01-01 09:27:11.891118,8ee79b89888d,Http,Http Request,9,0,1,0.0,0.0
E98,879d3b2d0fce,2024-01-01 09:27:14.279258,57856ce9c00d,File,File Open,9,0,2,0.0,0.0
E92,0618ae56afee,2024-01-01 09:27:18.643752,9d6ff41dc404,Http,Http Request,9,0,1,0.0,0.0
E513,b12e1b5c30ca,2024-01-01 09:27:19.212368,12ed5f8e578f,Http,Http Request,9,0,1,0.0,0.0
E541,86773b19df8b,2024-01-01 09:28:02.221952,4a26d431c2fa,Http,Http Request,9,0,1,0.0,0.0
E627,c1a043d01175,2024-01-01 09:28:11.891118,8ee79b89888d,Http,Http Request,9,0,1,0.0,0.0
E254,232244a51529,2024-01-01 09:28:38.280506,d341abddf7c6,Http,Http Request,9,0,1,0.0,0.0
E62,e4942ed4473c,2024-01-01 09:29:25.344074,4453d09ee459,Http,Http Request,9,0,1,0.0,0.0
E445,2339906ab060,2024-01-01 09:29:28.077395,7b58eb733c3b,Http,Http Request,9,0,1,0.0,0.0
E83,0618ae56afee,2024-01-01 09:30:18.643752,9d6ff41dc404,File,File Open,9,0,2,0.0,0.0
E529,7ec4bf42e708,2024-01-01 09:30:28.715380,1ec41d20dd2d,Logon,Logon,9,0,0,0.0,0.0
E553,f356b1928988,2024-01-01 09:31:49.323745,2e805d64cd9e,Logon,Logon,9,0,0,0.0,0.0
E90,0618ae56afee,2024-01-01 09:32:18.643752,9d6ff41dc404,Http,Http Request,9,0,1,0.0,0.0
E436,2339906ab060,2024-01-01 09:32:28.077395,7b58eb733c3b,File,File Open,9,0,2,0.0,0.0
E852,39694009ae3d,2024-01-01 09:32:44.195672,64319473effb,Http,Http Request,9,0,1,0.0,0.0
E193,b0817e9c71c1,2024-01-01 09:33:00.000000,2961305f433f,Http,Http Request,9,0,1,0.0,0.0
E859,d16606f485bd,2024-01-01 09:33:03.775564,1b383417cc14,Logon,Logon,9,0,0,0.0,0.0
E625,c1a043d01175,2024-01-01 09:33:11.891118,8ee79b89888d,File,File Open,9,0,2,0.0,0.0
E111,e1cb99d5073a,2024-01-01 09:33:15.600809,4be7eec9177c,Http,Http Request,9,0,1,0.0,0.0
E439,2339906ab060,2024-01-01 09:34:28.077395,7b58eb733c3b,Http,Http Request,9,0,1,0.0,0.0
E108,e1cb99d5073a,2024-01-01 09:35:15.600809,4be7eec9177c,File,File Open,9,0,2,0.0,0.0
E602,1d9ef59677a4,2024-01-01 09:36:00.000000,5a22087e90b8,Http,Http Request,9,0,1,0.0,0.0
E713,891e8384d080,2024-01-01 09:36:01.188388,02de1d09c047,Http,Http Request,9,0,1,0.0,0.0
E107,e1cb99d5073a,2024-01-01 09:37:15.600809,4be7eec9177c,File,File Open,9,0,2,0.0,0.0
E598,1d9ef59677a4,2024-01-01 09:38:00.000000,5a22087e90b8,Http,Http Request,9,0,1,0.0,0.0
E840,39694009ae3d,2024-01-01 09:38:44.195672,64319473effb,File,File Open,9,0,2,0.0,0.0
E58,e4942ed4473c,2024-01-01 09:39:25.344074,4453d09ee459,Http,Http Request,9,0,1,0.0,0.0
E359,0deeb47bfc43,2024-01-01 09:40:17.171669,60e3445047b3,File,File Open,9,0,2,0.0,0.0
E449,2339906ab060,2024-01-01 09:40:28.077395,7b58eb733c3b,Http,Http Request,9,0,1,0.0,0.0
E253,232244a51529,2024-01-01 09:40:38.280506,d341abddf7c6,Http,Http Request,9,0,1,0.0,0.0
E808,95f7154a623a,2024-01-01 09:40:54.973943,65a83dcfee4f,Logon,Logon,9,0,0,0.0,0.0
E824,95f7154a623a,2024-01-01 09:40:54.973943,65a83dcfee4f,Http,Http Request,9,0,1,0.0,0.0
E333,b4c119cfeec9,2024-01-01 09:41:45.857968,f1bbd59f87bd,Logon,Logon,9,0,0,0.0,0.0
E344,b4c119cfeec9,2024-01-01 09:41:45.857968,f1bbd59f87bd,Http,Http Request,9,0,1,0.0,0.0
E482,a2d464008dee,2024-01-01 09:42:41.416074,f3cbbbce13e4,Logon,Logon,9,0,0,0.0,0.0
E782,b2268ea27acb,2024-01-01 09:42:57.504612,9998241add96,Http,Http Request,9,0,1,0.0,0.0
E332,43ff299530b0,2024-01-01 09:43:22.983815,34e842fa071b,Http,Http Request,9,0,1,0.0,0.0
E881,d16606f485bd,2024-01-01 09:44:03.775564,1b383417cc14,Http,Http Request,9,0,1,0.0,0.0
E729,782676b301cb,2024-01-01 09:45:02.870014,60695e4b2e71,File,File Open,9,0,2,0.0,0.0
E698,4a2c22fe2e79,2024-01-01 09:47:16.588330,8e93d5e92c60,Http,Http Request,9,0,1,0.0,0.0
E277,9411090b8875,2024-01-01 09:48:12.724827,10df583853df,Http,Http Request,9,0,1,0.0,0.0
E451,2339906ab060,2024-01-01 09:49:28.077395,7b58eb733c3b,Http,Http Request,9,0,1,0.0,0.0
E258,9411090b8875,2024-01-01 09:51:12.724827,10df583853df,File,File Open,9,0,2,0.0,0.0
E260,9411090b8875,2024-01-01 09:51:12.724827,10df583853df,File,File Open,9,0,2,0.2319724410772323,34.795866161584854
E694,4a2c22fe2e79,2024-01-01 09:51:16.588330,8e93d5e92c60,Http,Http Request,9,0,1,0.0,0.0
E328,43ff299530b0,2024-01-01 09:51:22.983815,34e842fa071b,Http,Http Request,9,0,1,0.0,0.0
E356,b4c119cfeec9,2024-01-01 09:52:45.857968,f1bbd59f87bd,Http,Http Request,9,0,1,0.0,0.0
E721,891e8384d080,2024-01-01 09:54:01.188388,02de1d09c047,Http,Http Request,9,0,1,0.0,0.0
E636,c1a043d01175,2024-01-01 09:54:11.891118,8ee79b89888d,Http,Http Request,9,0,1,0.0,0.0
E425,98e56830707d,2024-01-01 09:55:54.587909,002d97e2371d,Http,Http Request,9,0,1,0.0,0.0
E291,46085d2ce029,2024-01-01 09:56:51.822601,43bc94f59007,Http,Http Request,9,0,1,0.0,0.0
E544,86773b19df8b,2024-01-01 09:57:02.221952,4a26d431c2fa,Http,Http Request,9,0,1,0.0,0.0
E346,b4c119cfeec9,2024-01-01 09:57:45.857968,f1bbd59f87bd,Http,Http Request,9,0,1,0.0,0.0
E246,232244a51529,2024-01-01 09:58:38.280506,d341abddf7c6,Http,Http Request,9,0,1,0.0,0.0
E352,b4c119cfeec9,2024-01-01 09:58:45.857968,f1bbd59f87bd,Http,Http Request,9,0,1,0.0,0.0
E798,d379c0df033e,2024-01-01 09:58:50.790354,a5cc81723f91,Http,Http Request,9,0,1,0.0,0.0
E500,9cf1308787d9,2024-01-01 09:59:40.946690,7248a9ebb0fb,Http,Http Request,9,0,1,0.0,0.0
E835,68186e5d36c2,2024-01-01 10:00:14.304119,d087a0baccc5,Http,Http Request,10,0,1,0.0,0.0
E448,2339906ab060,2024-01-01 10:03:28.077395,7b58eb733c3b,Http,Http Request,10,0,1,0.1076676845550537,13.458460569381714
E724,891e8384d080,2024-01-01 10:05:01.188388,02de1d09c047,Http,Http Request,10,0,1,0.0,0.0
E20,5640803d4fc8,2024-01-01 10:05:55.244119,06639dbb3d4e,Http,Http Request,10,0,1,0.0,0.0
E68,6febe7e51269,2024-01-01 10:08:00.951454,7fb740bc0482,File,File Open,10,0,2,0.0,0.0
E80,6febe7e51269,2024-01-01 10:10:00.951454,7fb740bc0482,Http,Http Request,10,0,1,0.0,0.0
E771,f839184be727,2024-01-01 10:11:00.000000,b5a4f3bd8f5f,Http,Http Request,10,0,1,0.0,0.0
E650,2ea803e47b9a,2024-01-01 10:11:37.032204,c827bafe0309,Http,Http Request,10,0,1,0.0,0.0
E793,d379c0df033e,2024-01-01 10:11:50.790354,a5cc81723f91,Http,Http Request,10,0,1,0.0,0.0
E296,46085d2ce029,2024-01-01 10:11:51.822601,43bc94f59007,Http,Http Request,10,0,1,0.0,0.0
E455,f1feb576184f,2024-01-01 10:13:24.253110,247db72d90c5,File,File Open,10,0,2,0.0,0.0
E386,b7b42d207e92,2024-01-01 10:14:04.935552,e6283c387372,Http,Http Request,10,0,1,0.0,0.0
E511,b12e1b5c30ca,2024-01-01 10:15:19.212368,12ed5f8e578f,Http,Http Request,10,0,1,0.0,0.0
E146,7427faf88ac6,2024-01-01 10:15:49.889137,803dad959f6e,Http,Http Request,10,0,1,0.0,0.0
E388,b7b42d207e92,2024-01-01 10:17:04.935552,e6283c387372,Http,Http Request,10,0,1,0.0,0.0
E275,9411090b8875,2024-01-01 10:17:12.724827,10df583853df,Http,Http Request,10,0,1,0.2849659323692322,35.62074154615402
E568,f356b1928988,2024-01-01 10:17:49.323745,2e805d64cd9e,Http,Http Request,10,0,1,0.0,0.0
E289,46085d2ce029,2024-01-01 10:17:51.822601,43bc94f59007,Http,Http Request,10,0,1,0.0,0.0
E331,43ff299530b0,2024-01-01 10:18:22.983815,34e842fa071b,Http,Http Request,10,0,1,0.0,0.0
E182,d631fe1b9100,2024-01-01 10:18:35.197044,98aa03f87cad,Http,Http Request,10,0,1,0.0,0.0
E490,a2d464008dee,2024-01-01 10:18:41.416074,f3cbbbce13e4,Http,Http Request,10,0,1,0.0,0.0
E18,5640803d4fc8,2024-01-01 10:18:55.244119,06639dbb3d4e,Http,Http Request,10,0,1,0.0,0.0
E547,86773b19df8b,2024-01-01 10:20:02.221952,4a26d431c2fa,Http,Http Request,10,0,1,0.0,0.0
E862,d16606f485bd,2024-01-01 10:20:03.775564,1b383417cc14,File,File Open,10,0,2,0.0,0.0
E709,891e8384d080,2024-01-01 10:21:01.188388,02de1d09c047,File,File Open,10,0,2,0.0,0.0
E797,d379c0df033e,2024-01-01 10:21:50.790354,a5cc81723f91,Http,Http Request,10,0,1,0.0,0.0
E510,b12e1b5c30ca,2024-01-01 10:22:19.212368,12ed5f8e578f,File,File Open,10,0,2,0.0,0.0
E739,782676b301cb,2024-01-01 10:24:02.870014,60695e4b2e71,Http,Http Request,10,0,1,0.0,0.0
E115,e1cb99d5073a,2024-01-01 10:25:15.600809,4be7eec9177c,Http,Http Request,10,0,1,0.0,0.0
E458,f1feb576184f,2024-01-01 10:25:24.253110,247db72d90c5,File,File Open,10,0,2,0.0,0.0
E84,0618ae56afee,2024-01-01 10:26:18.643752,9d6ff41dc404,File,File Open,10,0,2,0.0,0.0
E487,a2d464008dee,2024-01-01 10:26:41.416074,f3cbbbce13e4,File,File Open,10,0,2,0.0,0.0
E164,f72e8b5db2e6,2024-01-01 10:26:47.653879,a9285a91d8e8,Http,Http Request,10,0,1,0.0,0.0
E66,6febe7e51269,2024-01-01 10:27:00.951454,7fb740bc0482,File,File Open,10,0,2,0.0,0.0
E662,263bd2189cb4,2024-01-01 10:27:01.236371,7212d3e8337a,File,File Open,10,0,2,0.0,0.0
E418,98e56830707d,2024-01-01 10:28:54.587909,002d97e2371d,Http,Http Request,10,0,1,0.0,0.0
E784,b2268ea27acb,2024-01-01 10:28:57.504612,9998241add96,Http,Http Request,10,0,1,0.0,0.0
E205,b0817e9c71c1,2024-01-01 10:29:00.000000,2961305f433f,Http,Http Request,10,0,1,0.0,0.0
E374,0deeb47bfc43,2024-01-01 10:30:17.171669,60e3445047b3,Http,Http Request,10,0,1,0.0,0.0
E563,f356b1928988,2024-01-01 10:30:49.323745,2e805d64cd9e,Http,Http Request,10,0,1,0.0,0.0
E795,d379c0df033e,2024-01-01 10:32:50.790354,a5cc81723f91,Http,Http Request,10,0,1,0.0,0.0
E658,263bd2189cb4,2024-01-01 10:33:01.236371,7212d3e8337a,File,File Open,10,0,2,0.0,0.0
E478,71a7782c0f45,2024-01-01 10:33:56.794252,34b8ce3374e6,Http,Http Request,10,0,1,0.0,0.0
E392,b7b42d207e92,2024-01-01 10:35:04.935552,e6283c387372,Http,Http Request,10,0,1,0.0,0.0
E222,5b374ec18bcd,2024-01-01 10:35:47.542733,498960f157e4,File,File Open,10,0,2,0.0,0.0
E415,98e56830707d,2024-01-01 10:35:54.587909,002d97e2371d,File,File Open,10,0,2,0.0,0.0
E626,c1a043d01175,2024-01-01 10:36:11.891118,8ee79b89888d,File,File Open,10,0,2,0.0,0.0
E272,9411090b8875,2024-01-01 10:36:12.724827,10df583853df,Http,Http Request,10,0,1,0.2656313776969909,33.20392221212387
E506,9cf1308787d9,2024-01-01 10:36:40.946690,7248a9ebb0fb,Http,Http Request,10,0,1,0.0,0.0
E7,5640803d4fc8,2024-01-01 10:36:55.244119,06639dbb3d4e,Http,Http Request,10,0,1,0.0,0.0
E397,7258797824d5,2024-01-01 10:36:58.260154,9fc4c753ada4,File,File Open,10,0,2,0.0,0.0
E671,263bd2189cb4,2024-01-01 10:37:01.236371,7212d3e8337a,Http,Http Request,10,0,1,0.0,0.0
E789,b2268ea27acb,2024-01-01 10:37:57.504612,9998241add96,Http,Http Request,10,0,1,0.0,0.0
E496,a2d464008dee,2024-01-01 10:38:41.416074,f3cbbbce13e4,Http,Http Request,10,0,1,0.0,0.0
E467,71a7782c0f45,2024-01-01 10:38:56.794252,34b8ce3374e6,File,File Open,10,0,2,0.0,0.0
E419,98e56830707d,2024-01-01 10:39:54.587909,002d97e2371d,Http,Http Request,10,0,1,0.0,0.0
E86,0618ae56afee,2024-01-01 10:40:18.643752,9d6ff41dc404,Http,Http Request,10,0,1,0.0,0.0
E48,e4942ed4473c,2024-01-01 10:40:25.344074,4453d09ee459,Http,Http Request,10,0,1,0.0,0.0
E8,5640803d4fc8,2024-01-01 10:44:55.244119,06639dbb3d4e,Http,Http Request,10,0,1,0.0,0.0
E471,71a7782c0f45,2024-01-01 10:44:56.794252,34b8ce3374e6,Http,Http Request,10,0,1,0.0,0.0
E518,b12e1b5c30ca,2024-01-01 10:45:19.212368,12ed5f8e578f,Http,Http Request,10,0,1,0.0,0.0
E649,2ea803e47b9a,2024-01-01 10:45:37.032204,c827bafe0309,Http,Http Request,10,0,1,0.0,0.0
E759,f839184be727,2024-01-01 10:46:00.000000,b5a4f3bd8f5f,File,File Open,10,0,2,0.0,0.0
E643,2ea803e47b9a,2024-01-01 10:46:37.032204,c827bafe0309,File,File Open,10,0,2,0.0,0.0
E313,f73e7f822dc5,2024-01-01 10:47:42.371055,768d057e853f,Http,Http Request,10,0,1,0.0,0.0
E718,891e8384d080,2024-01-01 10:48:01.188388,02de1d09c047,Http,Http Request,10,0,1,0.0,0.0
E542,86773b19df8b,2024-01-01 10:48:02.221952,4a26d431c2fa,Http,Http Request,10,0,1,0.0,0.0
